,COMPANY,TITLE,QUALIFICATIONS
651,Amazon,Product Manager III - Tech - AMZ6524,"position requirements:master's degree or foreign equivalent in computer science, engineering, business administration, or a related field and one year of experience in the job offered or a related occupation. employer will accept a bachelor's degree or foreign equivalent in computer science, engineering, business administration, or a related field and five years of experience in the job offered or a related occupation as equivalent to the master's degree and one year of experience. one year of experience in the job offered or a related occupation must involve the following skill(s): (1) owning and driving end-to-end product requirements across multiple teams; (2) prioritizing complex deliverables while understanding technical concepts, managing trade-offs, and leading meetings with technical and business leaders; (3) utilizing data to manage metrics, drive process improvements and implement business cases; and (4) experience with product management in consumer-facing software products.. "
652,Amazon,Applied Scientist II - AMZ5453907,"position requirements:master’s degree or foreign equivalent in computer science, machine learning, statistics, physics, or a related field and one year of research or work experience in the job offered, or as a research scientist, research assistant, software engineer, or a related occupation. employer will accept a bachelor’s degree or foreign equivalent in computer science, machine learning, statistics, physics, or a related field and five years of research or work experience in a related occupation as equivalent to the master’s degree and one year of research or work experience. must have one year of research or work experience in the following skill(s): programming in java, c++, python, or equivalent programming language; and conducting the analysis and development of various supervised and unsupervised machine learning models for moderately complex projects in business, science, or engineering. up to 25% domestic travel may be required.. "
653,Amazon,Professional Services I  #0000,"a master’s degree, or foreign equivalent, in computer science, engineering (any field), information systems technology or a related field with 1 year of experience in the field of software engineering. experience must include: 1. incident handling and remediation through active participation in on-call schedule 2. creating, maintaining, and implementing automation, including automated scheduling of scaling activities and system manager maintenance window automated execution of scripts 3. supporting microservices-based applications 4. performing container migrations of the microservices 5. configuration management using ansible and chef 6. python and shell script 7. continuous integration / continuous deployment setup 8. logging and monitoring setup. "
654,Amazon,Applied Scientist III - AMZ6138500,"position requirements:master’s degree or foreign equivalent in computer science, machine learning, statistics, or a related field and one year of research or work experience in the job offered, or as a research scientist, research assistant, software engineer, or a related occupation. employer will accept a bachelor’s degree or foreign equivalent in computer science, machine learning, statistics, or a related field and five years of research or work experience in a related occupation as equivalent to the master’s degree and one year of research or work experience. must have one year of research or work experience in the following skill(s): programming in java, c++, python, or equivalent programming language; and conducting the analysis and development of various supervised and unsupervised machine learning models for moderately complex projects in business, science, or engineering.. "
655,Amazon,UX Researcher II #0000,"a master's degree, or foreign equivalent, in computer science, design management, analytics, engineering or a related discipline and 1 year of experience in ux research or design.in the alternative, a bachelors degree, or foreign equivalent, in computer science, design management, analytics, engineering or a related discipline followed by 5 progressively responsible years of experience in ux research or design.experience must include: 1. 1 year of experience providing research and support for product design. 2. 1 year of experience providing design improvement insights and recommendations to software design solutions and user interfaces for large-scale, multi-tiered platforms. 3. 1 year of experience in evaluative testing, and conducting ux tests to support products.. "
656,Amazon,Technical Product Manager - AMZ6070773,"position requirements:master's degree or foreign equivalent in computer science, engineering, business administration, or a related field and one year of experience in the job offered or a related occupation. employer will accept a bachelor's degree or foreign equivalent in computer science, engineering, business administration, or a related field and five years of experience in the job offered or a related occupation as equivalent to the master's degree and one year of experience. must have one year of experience in the following skill(s): (1) owning and driving end-to-end product requirements across multiple teams; (2) prioritizing complex deliverables while understanding technical concepts, managing trade-offs, and leading meetings with technical and business leaders; (3) utilizing data to manage metrics, drive process improvements and implement business cases, and (4) experience with software product management in consumer-facing products.. "
657,Amazon,Support Engineer II-Ext  #0000,"a master's degree, or foreign equivalent, in computer science, information systems, information technology, engineering, or a related field and 1 year of experience in support engineering or networking/system administration. alternatively, employer will accept a bachelor's degree, or foreign equivalent, in computer science, information systems, information technology, engineering, or a related field followed by 5 years of progressive, post-baccalaureate experience in support engineering or networking/system administration. experience must include: 1. 1 year of experience in systems administration in linux and windows. 2. 1 year of experience in configuring and troubleshooting software-based (ipsec & ssl) vpn solutions such as windows. 3. 1 year of experience in proficiency in network administration (dns, bgp). 4. 1 year of experience in understanding of firewall concepts and rules in a large data center environment. 5. 1 year of experience in network analysis fundamentals and robust troubleshooting. 6. 1 year of experience in customer focus and ownership.7. 1 year of experience in virtualization. . "
658,Amazon,Security Engineer III - AMZ5838734,"position requirements:master’s degree or foreign equivalent in computer science, engineering, information systems or technology, mathematics or a related field and one year of experience in the job offered or a related occupation. employer will accept a bachelor’s degree or foreign equivalent in computer science, engineering, information systems or technology, mathematics, or a related field and five years of experience in the job offered or a related occupation as equivalent to the master’s degree and one year of experience. must have one year of experience in the following skill(s): (1) establishing and maintaining strong working relationships with technical and non-technical stakeholders including legal, business development, internal audit, fraud prevention, physical security, software developer community, and network engineering; (2) deploying identity federation with saml 2.0 protocols at scale; (3) working on large scale systems as a developer, engineer, or program manager; (4) experience with identity lifecycle management and user provisioning systems with multiple data sources; (5) using one of the following cryptographic technologies: pki, rsa, open ssl, keytool, or letsencrypt; (6) experience with key management systems aws kms or hashicorp vault; and (7) experience with identity and access management technologies aws cognito, ping, sailpoint, or forgerock.. "
659,Amazon,Data Engineer II #0000,"a master’s degree or foreign equivalent in software engineering, information technology, or a related quantitative field and 3 years of experience in data engineering, or technical architecture. in the alternative, a bachelor’s degree or foreign equivalent in software engineering, information technology, or a related quantitative field followed by 5 progressively responsible years of experience in data engineering, or technical architecture. experience must include: 1. 3 years of experience with data warehouse technical architectures, data modeling, infrastructure components, etl/ elt and reporting/analytic tools and environments, data structures and hands-on sql coding. 2. 2 years of development experience in python or similar scripting language for automation. 3. 3 years of experience with etl, data modeling, and data architecture with hundreds of terabytes of data. 4. 2 years of experience working with core aws data and analytics services, understanding the applicability, limitations, and trade- offs between a wide set of aws database and analytics technologies. 5. 1 year of experience working with distributed computing and associated technologies such as spark or emr. 6. 2 years of experience with redshift or very large dw environments. 7. 2 years of tangible experience working with redshift spectrum, aws glue, dynamodb, and s3. 8. 3 years of experience with large it project delivery for bi oriented projects. . "
660,Amazon,Professional Services II (multiple positions available) #0000,"minimum requirements:a master’s degree or foreign equivalent in computer science, computer or electrical/electronic engineering, or a related technical field or related discipline and 3 years of experience in large scale software development or application engineering. in the alternative, a bachelor's degree or foreign equivalent, in computer science, computer or electrical/electronic engineering, or a related technical field or related discipline followed by 5 progressively responsible years of experience in large scale software development or application engineering.experience must include:1. 3 years of experience in application programming.2. 3 years of coding experience in at least two of the following languages: java, javascript, c/c++, c#, swift, node.js, python, go, or ruby.3. 3 years of experience designing and building applications using container and server-less technologies.4. 3 years of experience architecting, designing, and programming applications in a cloud environment.5. 3 years of experience serving in a customer-facing role.6. 2 years of experience applying agile development methodologies and devops practices including infrastructure as code (iac), continuous integration, and automated deployment.. "
661,Amazon,System Development Engineer II,"bachelor’s degree in computer science or related technical field or equivalent work experience4+ years of experience developing automation for deploying and managing services and their underlying infrastructure via contemporary programming/scripting languages, configuration management tools, and apis4+ years of experience in systems engineering/administration with large distributed systems or applications2+ years of experience with system and application monitoring, software distribution, patching, and maintenance2+ years of experience automating frequent operating system and service tasks using command languages such as bash1+ years of experience in rest architecture for web services. master's degree in computer science, or related engineering disciplineexperience developing web applications on contemporary technology stacksexperience managing and developing services on amazon web services using eks, ec2, s3, sqs, lambda, sns, rds, dynamodb, ecs, api gateway, or comparable products from another platformexperience with imperative and/or declarative configuration management and deployment tools (cloudformation, ansible, puppet, chef, terraform, or similar)experience with ci/cd productsexperience with mission critical systemsability to track the health of our services, as well as identify and fix problems on complex systems with massive scale"
662,Amazon,Expression of Interest - AWS Solutions Architect Intern,"• penultimate year student working towards a bachelor’s degree• majoring in one of the following: computer science, computer engineering, computer information systems or related science/technical fields• candidates must be able to legally work in malaysia• experience with one of the following programming languages: java, python, ruby, node.js, c#, or c++• experience with two or more of the following networking fundamentals, security, storage or databases (relational and/or nosql), operating systems (unix, linux, and/or windows)• analytical and quantitative skills, with the ability to use excel or other software to provide data to support analyses• excellent english written and verbal communication skills. returning to your degree after completing the internship.available to work full-time for a minimum of 8 weeksgood communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiencesdemonstrated ability to adapt to new technologies and learn quickly"
663,Amazon,Network Development Manager III - AMZ6286846,"position requirements:master's degree or foreign equivalent in computer science, engineering, mathematics, management information systems, or a related field and one year of experience in the job offered or a related occupation. employer will accept a bachelor’s degree and five years of in the job offered or a related occupation as equivalent to a master’s degree and one year of experience. one year of experience in the job offered or related occupation must involve: driving metrics and measurement of network availability, vendor equipment/failures analysis and network performance; identifying automation opportunities; and working with other software teams to drive network remediation automation.. "
664,Amazon,"Sr. Business Development, Mobile Operator, Project Kuiper ","• 6+ years of experience working in a business development role preferably with mobile network operators• 6+ years of experience working with emerging solutions and providers including experience with cloud computing technology• 6+ years of business experience and customer-facing skills to interact at the cxo/vp level, as well as a technical background to easily interact with software developers, network engineers and solution architects• 6 years of experience in one or more of the following industries: space satellite technology and commercial frameworks, cloud services and content delivery• 6+ years of relevant experience or industry and/or academia. • 6+ years of experience with mobile network operators• extensive experience with satellite communication or satellite operations.• experience defining and driving complex program initiatives with customers• be able to understand and articulate the business value & technical overview. "
665,Amazon,Partner Solutions Architect - GSI,"* background in any of the following: cloud architecture, systems design, software development, infrastructure architecture, data engineering or devops.* have a demonstrated ability to think strategically about business, product, and technical solutions.* excellent verbal and written communication skills, with business-fluent english, to be able to drive discussions in a customer organisation, as well as the technical background that enables you to easily interact with and give guidance to customers working in operational roles.* a passion for technology and for learning* 20 to 40% of travel expected (where appropriate)* we are open to flexible working conversations based on your need and the role requirements. the following qualifications are desired but not required:* experience working with or for partner organizations * experience designing, building, refactoring or operating large scale and impactful it systems - either on premises or in the cloud.* experience working in a customer-facing role.* aws certification (e.g. aws solutions architect associate or professional) or other industry certification."
666,Amazon,Thermal Engineer,"bachelor’s degree in mechanical engineering or related field5+ years of on-job experience in design analysis (thermal and/or structural focus) - including use of commercial analysis software solutions (like flotherm, starccm, abaqus or equivalent)experience using geometric tolerances and statistical tolerance analysis techniquesuse of programming languages like python and matlab for analytical/statistical analyses and automationexperience in manufacturing processes such as injection molding, sheet metal forming and die casting, design for manufacturability (dfm) and design for assembly (dfa). demonstrated design experience with consumer electronics enclosure materialsmaster’s degree or phd in mechanical engineering or related fieldcreo systems knowledge, experience with matlab or other engineering tools for modeling dynamic systemsdemonstrated experience with statistical analysis tools like jmp and reliasoftdemonstrated leadership and mentoring skillsthis position may require international travel"
667,Amazon,"ACES AM - GSF Delivery, Global Specialty Fulfillment","· previous experience in operational logistics/supply chain, manufacturing, transportation, general management or engineering role· knowledge of lean, six sigma and kaizen technique is preferred· ability to travel up to 50% of time to analyze, implement, monitor best practice solutions.· excellent analytical skills to evaluate complex processes and financial scenarios.· strong communication skills (written and verbal)· demonstrate strong track record of team leadership within a large scale rapid and process driven environment, whilst also being able to handle multiple projects.· sound business acumen· excellent working knowledge of ms excel, ms word and related software. post graduation in industrial engineering / mba in operations management.experience in last mile logistics."
668,Amazon,Professional Services II #0000,"minimum requirements:a master’s degree, or foreign equivalent, in computer science, engineering, mathematics, information science, or a related field, and 1 year of experience with it platform implementation. alternatively, employer will accept a bachelor’s degree, or foreign equivalent, in computer science, engineering, mathematics, information science, or a related field, followed by 5 years of progressively responsible experience in it platform implementation. experience must include:1. 1 year of experience implementing machine learning models as part of data pipelines.2. 1 year of experience implementing and performance tuning large scale data science and machine learning infrastructure using aws, hadoop, spark, spark sql, mlib or storm/samza.3. 1 year of experience delivering data engineering outcomes using aws service offerings such as aws glue, amazon emr, amazon athena, amazon sagemaker, or aws stepfunctions.4. 1 year of experience with at least 1 of the following: flink, spark, sqoop, flume, kafka, amazon kinesis.5. 1 year of experience developing software code in at least one of the following programming languages: java, javascript, python. . "
669,Amazon,IT Application Development Engineer II - AMZ6159551,"position requirements:master’s degree or foreign equivalent in computer science, engineering, management information systems, business, or a related field and one year of experience in the job offered or as a computer systems analyst, software engineer or developer, or a related occupation. employer will accept a bachelor’s degree or foreign equivalent in computer science, engineering, management information systems, business, or a related field and five years of experience in the job offered or a related occupation as equivalent to the master’s degree and one year of experience. must have one year of experience in the following skills(s): (1) using database design, data structures and complexity analysis; (2) implementing end-to-end sales and marketing solutions; (3) improving crm using salesforce system configuration, application development, data security (security, sharing model and data visibility) and reporting; (4) implementing enterprise-level applications for crm; and (5) experience with apex, java, javascript, visualforce, html, or a similar modern programming language.. "
670,Amazon,System Development Engineer - AMZ6241824,"position requirements:bachelor’s degree or foreign equivalent in computer science, software engineering, management information systems, or a related field and three (3) years of experience in the job offered or a related salesforce.com development, certified salesforce administrator (adm-201), or certified salesforce platform developer i occupation. must have one (1) year of experience in the following skill(s): (1) experience with lightning design system and creating custom components; (2) understanding of and experience with the salesforce architecture and api; (3) experience with integrations and knowledge of integration patterns using rest & soap, json& xml, or equivalent tool; (4) ability to design, code, test, debug, and maintain software applications; (5) knowledge of integrations, third-party integration tools, and etl with salesforce; (6) understanding of the capabilities and constraints of the salesforce crm application coupled with the business processes (sales, marketing, partner management, or equivalent); and (7) presenting data to business and technical teams.. "
671,Amazon,"Sr. Program Manager, Routing Technology",bachelor’s degree (or equivalent experience)experience in quantitative analysis and modeling involving large data setsbusiness level of english & japanese (written and verbal communication skills). mba or master's degreeproject management or similar experienceexperience of cross-functional stakeholders managementhands-on attitude and excellent attention to detaildemonstrated bias for action and an ability to deal with ambiguityproven ability to influence others without having positional authorityexperience working on fast-paced complex initiatives in a dynamic environmentability to handle changing priorities and use good judgment in stressful situationsability to deep dive and develop innovative ideas for challengesexperience working with software development engineers to develop technical solutions to operational problemsexcited about working in a diverse group and contributing to an inclusive culture
672,Amazon,"Sr. Program Manager, Geospatial Technology",bachelor’s degree (or equivalent experience)experience in quantitative analysis and modeling involving large data setsproject management or similar experiencebusiness level of english & japanese (written & verbal communication skills). mba or master's degreeexperience of cross-functional stakeholders managementhands-on attitude and excellent attention to detaildemonstrated bias for action and an ability to deal with ambiguityproven ability to influence others without having positional authorityexperience working on fast-paced complex initiatives in a dynamic environmentability to handle changing priorities and use good judgment in stressful situationsability to deep dive and develop innovative ideas for challengesexperience working with software development engineers to develop technical solutions to operational problemsexcited about working in a diverse group and contributing to an inclusive culture
673,Amazon,"Sr Technical Program Manager , Kuiper Government Solutions","• bachelor’s degree in engineering, physics, or related field, or equivalent experience• 8+ years engineering leadership experience with aerospace or satellite and ground-based development technologies• 8+ years of project/program management experience• experience with schedule tracking tools such as ms project, smartsheet, and/or jira. • master's or phd degree in engineering, physics, or related field• proven track record of delivering results for large, cross-functional initiatives while managing multiple competing priorities• track record of successfully delivering complete systems (for example: hardware, firmware, software, algorithms) on time, to scope, with high quality• high sense of ownership, urgency, and drive; resourceful, and able to deliver results with minimal direction• technical fluency; comfort understanding and discussing technology concepts, schedule trade-offs and new opportunities with technical and non-technical team members• cyber and security fluency, including: nist 800-53, rmf, cds, nist 800-207• experience with cloud-based mission operations solutions• experience demonstrating judgment, and proven ability to lead and influence others• strong organization, communication, and collaboration skills• ability to facilitate and align roadmaps and manage disparate tasks with varying priorities• experienced in dod/ic/nasa satellite development projects• expertise in space segment and ground segment level trade studies.• ability to negotiate and resolve conflict smoothly and without formal authority (influence without authority)• solid ability to identify and mitigate risk with senior business leadership• strong time and task management skills with consistent attention to detail• excellent oral and written communication skills• demonstrated experience working with government agencies• strong time and task management skills with consistent attention to detail"
674,Amazon,"Oracle Solutions Architect, Ops Tech IT - Supply Chain Technology","• a functional professional with 3+ complex, full lifecycle oracle ebs financials • bachelor’s degree in computer science or related field • responsible for designing, planning and executing application testing strategies and tactics to ensure software quality throughout all stages of implementation and testing process. • reviewing and approving all deliverable work products prior to delivery • reports to senior management on deployment plans, project deliverables, and related matters • a lead resource in defining systems strategy, developing systems requirements, designing and prototyping practical business solutions, identifying and consulting with clients on business process transformation, optimization and best-practice initiatives, testing, training, managing go-live and system cutovers, defining support procedures • functional design and configuration experience with some combination of the following oracle ebs financials modules in release 12 (r12): order management, general ledger (gl), sub-ledger accounting (sla), financial accounting hub (fah), fixed assets, accounts receivables, accounts payable, cash management, ebtax, treasury, advanced global intercompany system (agis), order to cash (o2c), invoice, record to report (r2r) • possess a complete and thorough knowledge of accounting and finance principles, including gaap procedures, sox compliance, localizations.. • 10+ years of oracle e-business suite (ebs) implementation experience • experience building end to end supply chain processes, project management, and release schedules for erp global deployment • full cycle oracle ebs scm or financials implementation or major upgrade experience • expert in the setup and integration points of multiple oracle ebusiness suite modules • experience with oracle implementation methodology, business process engineering and or similar erp implementation methodologies • experienced global business solutions analyst with high level of knowledge of oracle ebs modules used in the order to cash, procure to pay, distribution and manufacturing functional domains • excellent written and verbal communication skills • ability to think abstractly and deal with ambiguous/undefined problems • obsession with quality, operational excellence, and customer experience • experience taking a leading role in building complex software system • demonstrated ability to manage tradeoffs and evaluate opportunistic new ideas "
675,Amazon,Solutions Architect III  #0000,"3+ years of design, implementation, or consulting experience in applications or infrastructures8+ years within specific technology domain areas (e.g. software development, cloud computing, systems engineering, infrastructure, security, networking, data & analytics). "
676,Amazon,Professional Services II - AMZ6082278,"position requirements:master's degree or foreign equivalent in computer science, engineering, information management, or a related field and one year of experience in the job offered or a related occupation. employer will accept a bachelor's degree or foreign equivalent in computer science, engineering, information management, or a related field and five years of experience in the job offered or a related occupation as equivalent to the master's degree and one year of experience. must have one year of experience in the following skill(s): (1) designing, developing, and deploying business solutions at scale; (2) experience with technology infrastructure, networking, and computing; (3) technical implementation and delivery of enterprise software engagements to large, complex enterprise customers; (4) applying agile and iterative methodologies to all stages of the solution development lifecycle; (5) working with restful apis and other integration products to build enterprise solutions using cloud native technology and data warehousing or data lake frameworks; (6) designing and deploying data pipelines; (7) using advanced etl tools to normalize output for various applications; and (8) translating use case and business context into technical requirements to inform detailed roadmaps for solution development. up to 20% domestic and/or international travel may be required.. "
677,Amazon,"Sr. Technical Program Manager, AB Pricing Tech","7+ years of experience working directly with engineering teamsexperience managing projects across cross functional teams, building sustainable processes and coordinating release schedules5+ years of technical program management experience. · ability to communicate effectively with both technical and non-technical individuals.· excellent oral and written communication skills.· strong organizational skills, successful track record of coordinating between multiple project stakeholders, technical program managers, and software development teams.· experience in creating and managing complex, cross-team project plans; prior success in driving execution of large-scale project plans with multiple teams in support of business goals.· hands-on experience with agile methodologies and proven leadership skills.· technical program management experience in managed it services, cloud services industry· csm, pmp or related certification with strong skills in technical /non-technical documentation writing - request for proposals, project scoping, sow, executive summaries, status reports.· strong technical experience in aws or related cloud service offerings"
678,Amazon,Support Engineer IV - AMZ6030226,"position requirements:master's degree or foreign equivalent in computer science, information science, information technology, engineering, mathematics, physics, or a related field and two years of experience in the job offered or a related occupation. employer will accept a bachelor's degree or foreign equivalent in computer science, information science, information technology, engineering, mathematics, physics, or a related field and five years of experience in the job offered or a related occupation as equivalent to a master’s degree and two years of experience. must have one year of experience in the following skill(s): linux or windows systems administration; and at least one of the following: (1.) database administration in mysql, oracle, postgresql, ms-sql, or mariadb; (2.) working with one of the following nosql technologies (dynamodb, redis, mongodb, or cassandra), and etl tools in managing data workflow jobs; (3.) network administration (dns, tcp/ip, bgp, load balancing, software-based ipsec, ssl-based vpn solutions), and virtualization (hypervisors, vmware, or xen); (4.) working with one of the following programming languages (c++, java, c#, .net, node.js, php, python, or ruby); or (5.) chef/puppet experience or devops background and demonstrated knowledge of git, perforce, svn, or tfvc.. "
679,Amazon,Support Engineer IV - AMZRR0922-22,"position requirements:master's degree or foreign equivalent in computer science, information science, information technology, engineering, mathematics, physics, or a related field and two years of experience in the job offered or a related occupation. employer will accept a bachelor's degree or foreign equivalent in computer science, information science, information technology, engineering, mathematics, physics, or a related field and five years of experience in the job offered or a related occupation as equivalent to a master's degree and two years of experience. must have one year of experience in the following skill(s): linux or windows systems administration; and at least one of the following: (1.) database administration in mysql, oracle, postgresql, ms-sql, mariadb, amazon redshift, or amazon aurora; (2.) working with one of the following nosql technologies (dynamodb, redis, mongodb, or cassandra), and etl tools in managing data workflow jobs; (3.) network administration (dns, tcp/ip, bgp, load balancing, software-based ipsec, ssl-based vpn solutions), and virtualization (hypervisors, vmware, or xen); (4.) working with one of the following programming languages (c++, java, c#, .net, node.js, php, python, or ruby); or (5.) chef/puppet experience or devops background and demonstrated knowledge of git, perforce, svn, or tfvc. telecommuting may be permitted. some positions may require domestic or international travel.. "
680,Amazon,"Senior Manager, Research Science, AWS","masters degree in economics, statistics, finance, machine learning, or operations research10+ years of experience in consulting or private sectorexperience in the development and execution of products from concept, prototype to production all while incorporating feedback from customers, scientists, and business leadersexperience writing technical white papers and business-facing documents to clearly explain complex technical concepts to audiences with diverse business/scientific backgroundsdemonstrated analytical skillsability to identify and solve ambiguous problems.demonstrated ability to operate both strategically and tactically in a high-energy, fast-paced environmentexperience hiring and leading experienced scientists and a successful record of developing junior members from academia/industry to a successful career trackability to work effectively within an interdisciplinary science team of data scientists, economists, bie, applied scientists, software engineers and data engineers. phd in economics, statistics, finance, machine learning, or operations researchapplicants with considerably more experience, including mid-career, are also strongly encouraged.strong research track record.strong background in econometrics (e.g., forecasting, time series, panel data, program evaluation, and/or high dimensional problems), probability and statistics, economic theory, and quantitative methodsdeep training in theoretical time series along with applied time series experienceexcellent communication (verbal and written) and collaboration skills that enable you to earn trust at all levelshigh degree of organization and ability to manage multiple, competing priorities."
681,Amazon,Tech Business Developer III #0000,"a master’s degree, or foreign equivalent, in business administration, management information systems, engineering, or a related discipline and 3 years of experience in business development, infrastructure architecture, or program/product management. in the alternative, employer will accept a bachelor’s degree, or foreign equivalent, in business administration, management information systems, engineering, or a related discipline followed by 5 progressively responsible years of experience in business development, infrastructure architecture, or program/product management.experience must include:1. 3 years of experience working with cloud-native and containerized workloads.2. 3 years of experience helping customers with technology decisions in cloud, hosted and managed services in the technology industry.3. 3 years of experience working with the developer ecosystem.4. 3 years of experience with working with cloud native applications, container orchestration platforms such as kubernetes, ecs, eks, fargate, docker, and mesos.5. 3 years of experience in software development practices and data center/infrastructure/networking technologies.25% domestic and international travel required.. "
682,Amazon,"Sr Category Adoption Manager, PC/IT | Commercial Accounts (B2B), Amazon Business , Commercial Sales","· ba/bs degree or equivalent work experience required· experience in: it/procurement consulting or b2b solution sales in the it/office-stationary supply industries· experience and expertise communicating/influencing senior business decision makers (c-level)· effective territory/account management strategy development with multi-phase execution and delivery: planning, opportunity qualification and creation, stakeholder and executive communication, needs analysis, value engineering, services/partner engagement, opportunity management, and negotiation.· experience in identifying, developing, negotiating, and closing large-scale purchasing contracts or software agreements.· experience using analytical, account management, and productivity tools including oracle business intelligence, crm tools like salesforce, tableau, quicksight, and microsoft office suites.. · experience: 8+ years professional experience within account management, sales, vendor management, and/or business development."
683,Amazon,"Sr Category Adoption Manager, Office Products | Commercial Accounts (B2B), Amazon Business , Commercial Sales","· ba/bs degree or equivalent work experience required· experience in: it/procurement consulting or b2b solution sales in the it/office-stationary supply industries· experience and expertise communicating/influencing senior business decision makers (c-level)· effective territory/account management strategy development with multi-phase execution and delivery: planning, opportunity qualification and creation, stakeholder and executive communication, needs analysis, value engineering, services/partner engagement, opportunity management, and negotiation.· experience in identifying, developing, negotiating, and closing large-scale purchasing contracts or software agreements.· experience using analytical, account management, and productivity tools including oracle business intelligence, crm tools like salesforce, tableau, quicksight, and microsoft office suites.. · experience: 8+ years professional experience within account management, sales, vendor management, and/or business development."
684,Amazon,"Business Analyst - Strategic Account Services, ACES BI","bachelor's degree, preferably in computer science, engineering, statistics, mathematics or related field.2+ years of relevant experience in a business analyst/data analyst/statistical analyst role.1+ years of experience with etl and writing scripts using sql, extracting and analyzing data to provide precise reports to stakeholders.proven experience and expertise in any visualization tools such as tableau, qlikview, quicksight, powerbi, etc.advanced capabilities with productivity software such as excel and access.excellent communication (verbal and written) and interpersonal skills with both technical and business audiences.proven problem-solving skills, project management skills.. advanced sql proficiency: write complex sql statements and ability to manipulate a massive amount of data, creating dashboards/on demand reports.working knowledge of any programming language like r, python, java for automation and data modeling.basic understanding of redshift, s3 and aws services.demonstrated ability to manage multiple projects, prioritization, planning and task delegation.sound business judgment and analytical thinking skills as well as a proven track record of taking ownership and delivering results."
685,Amazon,Principal Applied Scientist,"ms in data science, machine learning, statistics, computer science, applied math or equivalent highly technical field.15+ years of hands-on experience working in data science and/or machine learning using models and methods such as neural networks, random forests, svms or bayesian classification.7+ years of experience working in software development, machine learning engineering and ops.have a history of building highly scalable systems that capture and utilize large data sets in order to quantify your products performance via metrics, monitoring, and alarming.experience using r, python, java, scala, or other equivalent statistics and machine learning tools and languages.experienced in computer science fundamentals such as object-oriented design, data structures and algorithm design.5+ years of experience developing in a cloud environment.. phd in data science, machine learning, statistics, computer science, applied math or equivalent highly technical field.proven ability to implement and operate at large scale.knowledge of building products and/or services or aws.experience with information and application security.experience with large distributed systems.knowledge in hardware engineering or cloud server development and operations."
686,Amazon,Principal Technical Program Manager,"· bachelor's degree in computer science, engineering or related field· 8+ years of relevant work experience in internet-related technical program management in a software environment· ability to deliver initiatives from conception through completion· ability to multitask and manage multiple projects - work prioritization, planning and task delegation· ability to effectively collaborate with cross-functional, cross-organization teams to negotiate and assemble project plans, secure commitments on deliverables, and resolve blocking issues.· proven track record of taking ownership and driving results· curiosity to dig several layers deep into technical solutions with an eye toward continuous improvement· experience communicating (written and verbal) with technical and non-technical stakeholders across multiple business units including executive level. · master's degree in a business or technology discipline or related field· payments industry experience"
687,Amazon,"Manager III, Support Engineering","bachelor's degree, or foreign equivalent, in computer science, electronics engineering, information systems, or a related field and five years of progressive, post-baccalaureate experience in it implementation or software engineering.experience must include:1. three years of experience with one of the following technology infrastructure: network, compute, storage, or virtualization.2. experience with cloud-based solutions to migrate existing workloads and infrastructure to the cloud, or integration of cloud services with on-premises technologies from vendors likemicrosoft, ibm, oracle, hp, or teradata.3. experience with at least three of the following aws services and technologies: aws backup, amazon inspector, amazon mq, athena, autoscaling, cloudtrail, cloudwatch, cognito,config, ebs, ec2, efs, elb, elasticsearch service, iam, kms, lambda, rds, redshift, route 53, s3, sns, snowball, systems manager, or vpc.4. experience with scripting and programming tools and languages, such as java, python, cloudformation, terraform, powershell, php, c++ or linux shell scripting.5. experience with the design, development, deployment or maintenance of it infrastructure or business software in real-work environments.6. experience working with customer it teams in designing or troubleshooting cloud and network related architecture.. "
688,Amazon,"Principal, Product Management – Tech #0000","a master’s degree or foreign equivalent in business administration, computer science, electrical engineering, information systems management or related discipline and 3 year(s) of experience technical product management. in the alternative, a bachelor’s degree or foreign equivalent in business administration, computer science, electrical engineering, information systems management or related discipline followed by 5 year(s) of progressively responsible experience technical product management.experience must include: 1. high-quality and large-scale services including customer analysis, market segmentation, kpi management, operational management and roadmap development 2. product management with finance, technical management, and end customer research experience 3. shaping business strategy for technical products or services. 4. translating customer needs into innovative and detailed product requirements for customer-facing online and mobile products or services. 5. coordinating or managing cross-functional software development teams for technology integration processes to develop and implement technical products, software applications or websites. 6. defining projects, collecting requirements, writing detailed functional specifications, including user experience designs, and executing data driven cost/benefit analysis.. "
