,Category,Company,job_title,job_desc
312,Marketing,Walmart,"(USA) Academy Coach, Academys"," Current Walmart associate with 18 months’ experience in Walmart operations as a salaried member of management supervising non-exempt associates/employees.Successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training (if applying for a position in a store that sells firearms).State issued Certificate of Eligibility (if applying for a position in a store that sells ammunition).Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.). Salaried Walmart operations experience supervising 5 or more direct reports with responsibility for performance management, mentoring, hiring, and firing"
313,Marketing,Walmart,(USA) Academy Coach," Option 1: 2 or more years of college and 18 months’ experience in Walmart operations. Option 2: 2 years’ experience in Walmart operations, human resources, talent development, or related field and 1 year’s supervisory experience.Successful completion of a firearms- specificCriminal Background Check (CBC) and Firearms Authorized Training (if applying for a position in a store that sells firearms).State issued Certificate of Eligibility (if applying for a position in a store that sells ammunition).Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.). Salaried Walmart operations experience supervising 5 or more direct reports with responsibility for performance management, mentoring, hiring, and firing"
314,Marketing,Walmart,"Director, Finance","Bachelor’s degree in Finance, Accounting, or related field and 5 years’ experience in accounting, finance, or relevant area OR 7 years’ experiencei n accounting, finance, or related area.2 years’ supervisory experience.2 years’ experience leading and completing cross-functional projects. Strategic Planning, Working in a large, complex, matrixed organizationMasters: Business AdministrationFinancial & Insurance - Certified Public Accountant - Certification"
315,Marketing,Walmart,"Director, Specialty Compliance And Ethics, Global AML and Financial Services Compliance Program Advisory","Bachelor's degree in Business, Human Resources, or related field and 5 years’ experience in compliance, ethics, legal, project management, or related area OR 7 years’ experience in compliance, ethics, legal, project management, or related area. 3 years’ supervisory experience. 4 years’ experience using intermediate functionality of Microsoft Office. CommunicationsMasters: Business AdministrationProject Management - Project Management Professional - Certification"
316,Marketing,Walmart,"Director, Compliance - Compliance - Continuous Improvement (Region 60)","Bachelor’s degree in Business, Communications, Political Science, Engineering, Liberal Arts or related field and 6 years experience in compliance or related field. Masters: Business AdministrationProject Management - Project Management Professional - Certification"
317,Marketing,Walmart,"Senior Manager II, Finance (Unfilled)"," Bachelor’s degree in Finance, Accounting, or related field and 4 years’ experience in accounting, finance, or related area OR 6 years’ experience in accounting, finance, or related area.1 year’s experience leading and completing cross-functional projects.1 year’s supervisory experience. Analyzing data and interpreting results, Microsoft Office, Working in a large, complex, matrixed organizationMasters: Business Administration"
318,Marketing,Walmart,"Senior Manager II, Finance"," Bachelor’s degree in Finance, Accounting, or related field and 4 years’ experience in accounting, finance, or related area OR 6 years’ experience in accounting, finance, or related area.1 year’s experience leading and completing cross-functional projects.1 year’s supervisory experience. Analyzing data and interpreting results, Microsoft Office, Working in a large, complex, matrixed organizationMasters: Business Administration"
319,Marketing,Walmart,(USA) Project Manager I - Import Transportation,"Bachelor’s degree in Business, Finance, Computer Science, or related field and 1 year’s experience in project management, business, operations,or related area OR 3 years’ experience in project management, business, operations, or related area. Data Analytics, Project Management Systems, SupervisoryMasters: Business AdministrationProject Management - Project Management Professional - Certification, Six Sigma - Certification"
320,Marketing,Walmart,Project Manager I - Data Ventures,"Bachelor’s degree in Business, Finance, Computer Science, or related field and 1 year’s experience in project management, business, operations,or related area OR 3 years’ experience in project management, business, operations, or related area. Data Analytics, Project Management Systems, SupervisoryMasters: Business AdministrationProject Management - Project Management Professional - Certification, Six Sigma - Certification"
321,Marketing,Walmart,(USA) Merchandising Team Manager,"2 or more years of college; OR 1 year's retail experience with 6 months' supervisory experience; OR 2 years’ general work experience and 1 year's supervisory experience; OR 1 year's SAM'S Club experience; OR 3 years’ military experience. Environmental Compliance or related field, Retail profit and loss statement management experience, Supervisory experience, Warehouse experience with cold chain compliance"
322,Marketing,Walmart,(USA) Merchandising Team Manager," 2 or more years of college; OR 1 year's retail experience with 6 months' supervisory experience; OR 2 years’ general work experience and 1 year's supervisory experience; OR 1 year's SAM'S Club experience; OR 3 years’ military experience. Environmental Compliance or related field, Retail profit and loss statement management experience, Supervisory experience, Warehouse experience with cold chain compliance"
323,Marketing,Walmart,Merchandising Team Manager," 2 or more years of college; OR 1 year's retail experience with 6 months' supervisory experience; OR 2 years’ general work experience and 1 year's supervisory experience; OR 1 year's SAM'S Club experience; OR 3 years’ military experience. Environmental Compliance or related field, Retail profit and loss statement management experience, Supervisory experience, Warehouse experience with cold chain compliance"
324,Marketing,Walmart,"Manager II, Audit - Internal Audit Manager","Bachelor’s degree in Accounting, Finance, or related field and 2 years’ experience in internal/external audit, management information systems, or related area OR 4 years’ experience in internal/external audit, management information systems, or related area. Financial Planning and Analysis, Information Technology, Supervising Associates"
325,Marketing,Walmart,"Senior Manager II, Finance - Walmart Health"," Bachelor’s degree in Finance, Accounting, or related field and 4 years’ experience in accounting, finance, or related area OR 6 years’ experience in accounting, finance, or related area.1 year’s experience leading and completing cross-functional projects.1 year’s supervisory experience. Analyzing data and interpreting results, Microsoft Office, Working in a large, complex, matrixed organizationMasters: Business Administration"
326,Marketing,Walmart,"Senior Manager II, Finance - Walmart Health (Financial Planning and Analysis)"," Bachelor’s degree in Finance, Accounting, or related field and 4 years’ experience in accounting, finance, or related area OR 6 years’ experience in accounting, finance, or related area.1 year’s experience leading and completing cross-functional projects.1 year’s supervisory experience. Analyzing data and interpreting results, Microsoft Office, Working in a large, complex, matrixed organizationMasters: Business Administration"
327,Marketing,Walmart,"Senior Manager I, Walmart GoLocal Strategy","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 3 years’ experience in operations, projectmanagement, or related area OR 5 years’ experience in operations, project management, or related area.1 year’s supervisory experience Leading a cross-functional teamMasters: Business Administration, Masters: Computer Engineering, Masters: Operations ManagementProject Management - Project Management Professional - Certification"
328,Marketing,Walmart,"Senior Manager I, eComm, Strategy and Operations, Walmart GoLocal","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 3 years’ experience in operations, projectmanagement, or related area OR 5 years’ experience in operations, project management, or related area.1 year’s supervisory experience Leading a cross-functional teamMasters: Business Administration, Masters: Computer Engineering, Masters: Operations ManagementProject Management - Project Management Professional - Certification"
329,Marketing,Walmart,"(USA) Senior Manager I, Operations, Ecomm; GoLocal Strategy","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 3 years’ experience in operations, projectmanagement, or related area OR 5 years’ experience in operations, project management, or related area.1 year’s supervisory experience Supervising AssociatesMasters: EconomicsProject Management - Project Management Professional - Certification"
330,Marketing,Walmart,"Senior Director II, Business Strategy - Pharmacy","Bachelor’s degree in Business, Statistics, Social Science, Communications, or related field and 7 years’ experience in retail merchandising, operations management, or related area OR 9 years’ experience in retail merchandising, operations management, or related area. 3 years’ supervisory experience. Working on cross-functional teams or projectsMasters, Masters: Computer Science, Masters: Supply Chain, Masters: Transportation"
331,Marketing,Walmart,"Planner - Sam's Club (Manager II, Merchandise Finance)","Bachelor’s degree in Marketing or related field and 2 years’ experience in retail, merchandising, forecasting, or related area OR 4 years’experience in retail, merchandising, forecasting, or related area. Merchandise Planning Tools - Retail Link, Negotiating terms and costing, Supervisory experienceMasters: Business Administration"
332,Marketing,Walmart,"Director, Strategy and Business Development, Walmart New Business",Bachelor’s Degree in business or related field or equivalent experienceTen years relevant experience Master's Degree in business or related field or equivalent experience
333,Marketing,Walmart,"Store Manager, Complex Store, Supercenter - Wm Stores","Bachelor's Degree and 2 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination; OR 4 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination. For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training. For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility. Effective January 26, 2019 - associates will be required to successfully complete all job required trainings and assessments Food - Fresh Food Inventory Management, Retail Management"
334,Marketing,Walmart,"Manager II, Business Analysis and Insights Manager","Bachelor's degree in Business, Analytics, Statistics, or related field and 2 years’ experience in data analytics, project management, business, or related area OR 4 years' experience in data analytics, project management, business, or related area. Statistical Programming LanguageMasters: Business AdministrationProject Management - Project Management Professional - Certification, Six Sigma Black Belt - Certification, Six Sigma Green Belt - Certification"
335,Marketing,Walmart,"(USA) Senior Director I, Business Strategy - Clinical","Bachelor’s degree in Business, Statistics, Social Science, Communications, or related field and 6 years’ experience in retail merchandising, operations management, or related area OR 8 years’ experience in retail merchandising, operations management, or related area.2 years’ supervisory experience Leading a cross-functional teamMasters: Computer Engineering, Masters: Computer Science, Masters: Mathematics, Masters: Supply Chain, Masters: Transportation"
336,Marketing,Walmart,"Store Manager, Complex Store, Supercenter - Wm Stores Management"," Bachelor's Degree and 2 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination; OR 4 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility.Effective January 26, 2019 - associates will be required to successfully complete all job required trainings and assessments.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc. Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Experience as a Store Manager in a low complex store OR 1 year experience as a Store Manager in a medium complex store OR 2 years experience as a Store Manager in a high volume retail store, Running a fresh or dry grocery area"
337,Marketing,Walmart,"(USA) Store Manager, Complex Store, Supercenter - Wm Stores"," Bachelor's Degree and 2 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination; OR 4 years general management experience, including financial accountability and 4 years experience supervising at least 50 non exempt and at least 5 exempt associates/employees, including performance management, mentoring, hiring, and termination.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility.Effective January 26, 2019 - associates will be required to successfully complete all job required trainings and assessments.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc. Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Experience as a Store Manager in a low complex store OR 1 year experience as a Store Manager in a medium complex store OR 2 years experience as a Store Manager in a high volume retail store, Running a fresh or dry grocery area"
338,Marketing,Walmart,"(USA) Senior Manager II, Business Strategy","Bachelor’s degree in Business, Statistics, Social Science, Communications, or related field and 4 years’ experience in retail merchandising, operations management, or related area OR 6 years’ experience in retail merchandising, operations management, or related area. Supervising Associates, Working on cross-functional teams or projects"
339,Marketing,Walmart,"Manager, Paid Search Performance - Marketplace Team (Manager II, Business Analysis and Insights, eComm)"," Bachelor's degree in Business, Analytics, Statistics, or related field and 2 years’ experience in data analytics, project management, business, or related area OR 4 years' experience in data analytics, project management, business, or related area. Statistical Programming LanguageMasters: Analytics, Masters: BusinessProject Management - Project Management Professional - Certification, Six Sigma - Certification"
340,Marketing,Walmart,"Senior Manager II, Business Strategy - Sam's eCommerce","Bachelor’s degree in Business, Statistics, Social Science, Communications, or related field and 4 years’ experience in retail merchandising, operations management, or related area OR 6 years’ experience in retail merchandising, operations management, or related area. Supervising Associates, Working on cross-functional teams or projects"
341,Marketing,Walmart,"(USA) Senior Manager I, Business Strategy - eCommerce Marketplace","Bachelor’s degree in Business, Statistics, Social Science, Communications, or related field and 3 years’ experience in retail merchandising, operations management, or relevant area OR 5 years’ experience in retail merchandising, operations management, or related area. Supervising Associates, Working on cross-functional teams or projects"
342,Marketing,Walmart,Member Specialist - FT PM," Customer Service, Retail experience including operating front end equipment (for example, cash register), Working with mobile retail applications"
343,Marketing,Walmart,"Store Manager, Academy, >= $80mm - Wm Stores","4 years' general management experience to include financial accountability. 4 years' experience supervising 50 or more exempt and non-exempt associates/employees to include the responsibility of performance management, mentoring, hiring, and firing. For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training. For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility. Effective January 26, 2019 - associates will be required to successfully complete all job required trainings and assessments Food - Fresh Food Inventory Management"
344,Marketing,Walmart,"Store Manager, Academy, >= $80mm - Wm Stores Management"," 4 years' general management experience to include financial accountability.4 years' experience supervising 50 or more exempt and non-exempt associates/employees to include the responsibility of performance management, mentoring, hiring, and firing.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specific Criminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require a current state issued Certificate of Eligibility.Effective January 26, 2019 - associates will be required to successfully complete all job required trainings and assessmentsAssociates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.). Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Running a fresh or dry grocery area"
345,Marketing,Walmart,(USA) Member Team Lead,"6 months retail experience including operating front-end equipment (for example, cash register) AND 6 months customer service experienceMust be 18 years of age or older Leading a front-end team, Supervising experience to include hiring, evaluating, mentoring, developing, and managing the workload of others"
346,Marketing,Walmart,(USA) Member Frontline," Customer Service, Retail experience including operating front end equipment (for example, cash register), Working with mobile retail applications"
347,Marketing,Walmart,Member Team Lead,"6 months retail experience including operating front-end equipment (for example, cash register) AND 6 months customer service experienceMust be 18 years of age or older Leading a front-end team, Supervising experience to include hiring, evaluating, mentoring, developing, and managing the workload of others"
348,Marketing,Walmart,Member Team Lead-5,"6 months retail experience including operating front-end equipment (for example, cash register) AND 6 months customer service experienceMust be 18 years of age or older Leading a front-end team, Supervising experience to include hiring, evaluating, mentoring, developing, and managing the workload of others"
349,Marketing,Walmart,Member Team Lead-2,"6 months retail experience including operating front-end equipment (for example, cash register) AND 6 months customer service experienceMust be 18 years of age or older Leading a front-end team, Supervising experience to include hiring, evaluating, mentoring, developing, and managing the workload of others"
350,Marketing,Walmart,"(USA) Technician II, General Facilities Maintenance - WMUS"," Vocational or Technical certification and 3 years' experience in one of the following trades: plumbing, electrical, material handling equipment, or related trade or 5 years' experience in one of the following trades: plumbing, electrical, material handling equipment, or related trade.Valid Driver's License.Eligible for a Commercial Driver's License (CDL). Completion of a 2-year Vocational or Technical trade program, License in related trade in city and/or state where job is located, Using intermediate level functionality of word processing, spreadsheet, email, and presentation software (for example, Word, Excel, Outlook, PowerPoint)"
351,Marketing,Walmart,Maintenance Custodian Associate,Must be 18 years of age or older
352,Marketing,Walmart,(USA) Digital Operations Lead," Bachelor's Degree in business, management, or a related field and 2 years' experience in retail operations or related field OR 5 years' experiencein retail operations or related field.Valid state-issued driver's license. Customer service environment, Digital change initiatives, Management experience within Walmart Operations, Managing a grocery retail operation, Project Management, Retail Management"
353,Marketing,Walmart,"(USA) Manager I, Strategy and Business Development",Bachelor degree in business or related field or equivalent experienceThree years related experience
354,Marketing,Walmart,Digital Operations Lead," Bachelor's Degree in business, management, or a related field and 2 years' experience in retail operations or related field OR 5 years' experiencein retail operations or related field.Valid state-issued driver's license. Customer service environment, Digital change initiatives, Management experience within Walmart Operations, Managing a grocery retail operation, Project Management, Retail Management"
355,Marketing,Walmart,Business Operations Specialist III,Bachelor degree in business or related field or equivalent experience Experience in related field
356,Marketing,Walmart,"Manager II, Sales Strategy & Operations, Walmart GoLocal","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 2 years’ experience in operations, project management, or related area OR 4 years’ experience in operations, project management, or related area. Supervising AssociatesMasters: EconomicsProject Management - Project Management Professional - Certification"
357,Marketing,Walmart,(USA) Cake Decorator,6 months' experience in fresh production area.Must be 18 years of age or olderI acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position. Cake Decorating
358,Marketing,Walmart,Cake Decorator,6 months' experience in fresh production area.Must be 18 years of age or olderI acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position. Cake Decorating
359,Marketing,Walmart,(USA) Tire & Battery Technician - Automotive,"Valid state-issued driver's license.I acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position.Must be 18 years of age or older Auto service industry, Retail Experience"
360,Marketing,Walmart,Tire & Battery Technician - Automotive,"Valid state-issued driver's license.I acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position.Must be 18 years of age or older Auto service industry, Retail Experience"
361,Marketing,Walmart,MEMBER FRONTLINE," Customer Service, Retail experience including operating front end equipment (for example, cash register), Working with mobile retail applications"
362,Marketing,Walmart,(USA) Merchandising Lead," Must be 18 years of age or older.6 months retail experience AND 6 months customer service experience. Leading a team, Supervising experience to include hiring, evaluating, mentoring, developing, and managing the workload of others"
363,Marketing,Walmart,"(USA) Development Technician, Skilled Facilities Maintenance"," 1 years' experience in following trades: plumbing, electrical, material handling equipment, or related trade. OR 2 years Walmart store experienceFacilities Maintenance Certificate of Completion through Live Better U and Penn Foster Career SchoolValid Driver's License.Eligible for a Commercial Driver's License (CDL). "
364,Marketing,Walmart,"(USA) Technician II, HVAC/R Facilities Maintenance - WMUS"," Vocational or Technical HVAC/R certification and 2 years’ experience in mechanical maintenance or construction-related field for commercial HVAC/R and building controls OR 4 years’ experience in mechanical maintenance or construction-related field for commercial HVAC/R and building controls or related field.Type I/Type II Environmental Protection Agency Certification for Refrigerant handling. Completion of a 2-year Vocational or Technical HVAC/R program, Mechanical license in city and/or state where job is located"
365,Marketing,Walmart,(USA) 2023 Summer Intern: Sam's Club Data Scientist,Must be enrolled in a Master’s degree program currentlyExpected graduation date between December 2023-August 2024Prior relevant work experience preferred 
366,Marketing,Walmart,"(USA) Stocking 1 Coach, Non-Complex, Management"," 2 years’ of college; OR 1 year’s retail experience and 1 year’s supervisory experience; OR 2 years’ general work experience and 1 year’ssupervisory experience.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specificCriminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require acurrent state issued Certificate of Eligibility.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, OpenDoor trainings, etc.) Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Certificate of Completion in People and Business Leadership through Live Better U and Bellevue University, General work experience supervising 5 or more direct reports to include the responsibility of performance management, mentoring, hiring, and firing"
367,Marketing,Walmart,"(USA) Store Lead (Non-Complex) - Wm, Management"," 1 year’s general management experience to include financial accountability.2 years’ of college; OR 1 year’s retail experience and 1 year’s experience supervising 10 associates/employees; OR 2 years’ general workexperience and 1 year’s experience supervising 10 associates/employees.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require acurrent state issued Certificate of Eligibility.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specificCriminal Background Check (CBC) and Firearms Authorized Training.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, OpenDoor trainings, etc.). Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, General work experience supervising 20 or more direct reports to include the responsibility of performance management, mentoring, hiring, and firing"
368,Marketing,Walmart,(USA) Emerging Coach - January 2023," Associate's degree or bachelor's degree in business administration, supply chain management, or related area "
369,Marketing,Walmart,(USA) Emerging Coach," Associate's degree or bachelor's degree in business administration, supply chain management, or related area "
370,Marketing,Walmart,(USA) Coach/Ops Mgr Trainee," 2 years’ of college; OR 1 year’s retail experience and 1 year’s supervisory experience; OR 2 years’ general work experience and 1 year’ssupervisory experience.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specificCriminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require acurrent state issued Certificate of Eligibility.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.) Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Certificate of Completion in People and Business Leadership through Live Better U and Bellevue University, General work experience supervising 5 or more direct reports to include the responsibility of performance management, mentoring, hiring, and firing"
371,Marketing,Walmart,(USA) Tire and Battery Center Team Leader,"6 months supervisory experience or 6 months experience in automotive industry.I acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within a prescribed time period if I receive the position.Must be 18 years of age or older Supervisory experience, Tire IndustryTire Industry Certification - Certificate"
372,Marketing,Walmart,Strategy and Business Development Manager II- Partnerships Senior Manager (Walmart Connect),Five years of relevant experience
373,Marketing,Walmart,Store 3226 Katy Mills(USA) Coach/Ops Mgr Trainee," 2 years’ of college; OR 1 year’s retail experience and 1 year’s supervisory experience; OR 2 years’ general work experience and 1 year’ssupervisory experience.For facilities that sell firearms, I acknowledge that the position for which I am applying will require successful completion of a firearms- specificCriminal Background Check (CBC) and Firearms Authorized Training.For facilities that sell only ammunition and have state specific requirements, I acknowledge that the position for which I am applying may require acurrent state issued Certificate of Eligibility.Associates will be required to attend and successfully complete all job-required trainings and assessments (for example, Academy trainings, Open Door trainings, etc.) Bachelor of Science in Business Management and Leadership through Live Better U and Bellevue University, Certificate of Completion in People and Business Leadership through Live Better U and Bellevue University, General work experience supervising 5 or more direct reports to include the responsibility of performance management, mentoring, hiring, and firing"
374,Marketing,Walmart,"Manager II, Operations, Ecomm, Business Analyst - Walmart GoLocal","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 2 years’ experience in operations, project management, or related area OR 4 years’ experience in operations, project management, or related area. Supervising AssociatesMasters: EconomicsProject Management - Project Management Professional - Certification"
375,Marketing,Walmart,Member Frontline Cashier," Customer Service, Retail experience including operating front end equipment (for example, cash register), Working with mobile retail applications"
376,Marketing,Walmart,Member Assist Cart Attendant," Customer Service, Retail experience including operating cash register, Working with mobile retail applications"
377,Marketing,Walmart,(USA) Personal Shopper Lead - Sam's,I acknowledge that the position for which I am applying requires me to successfully complete all job required trainings and assessments within aprescribed time period if I receive the position.Must be 18 years of age or older
378,Marketing,Walmart,"(USA) Technician III, HVAC/R Facilities Maintenance - WMUS"," Vocational or Technical HVAC/R certification and 5 years’ experience in mechanical maintenance or construction-related field for commercial HVAC/R and building controls OR 7 years’ experience in mechanical maintenance or construction-related field for commercial HVAC/R and building controls or related field.Passing score on Ramsey Technician Level 3 HVAC/R test.Type I/Type II Environmental Protection Agency Certification for Refrigerant handling.6 months’ experience installing, repairing, and troubleshooting commercial HVAC/R equipment. Completion of a 2-year Vocational or Technical HVAC/R program, Intermediate level functionality of word processing, spreadsheet, email, and presentation software (for example, Word, Excel, Outlook, PowerPoint), Mechanical license in city and/or state where job is located"
379,Marketing,Walmart,(USA) Strategy And Business Development Manager II - Strategic Channel Partnerships,Five years of relevant experience
380,Marketing,Walmart,"Search Specialist - Manager I, Operations, Ecomm - Sam's Club MAP Onboarding & Support","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 1 year’s experience in operations, project management, or related area OR 3 years’ experience in operations, project management, or related area. Supervising AssociatesMasters, Masters: Operations ManagementProject Management - Project Management Professional - Certification"
381,Marketing,Walmart,"Enterprise Account Executive, Walmart GoLocal","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 4 years’ experience in operations, project management, or related area OR 6 years’ experience in operations, project management, or related area.  2 years’ supervisory experience. Leadership of cross-functional task forces or projectsMasters, Masters: Operations ManagementProject Management - Project Management Professional - Certification"
382,Marketing,Walmart,"Senior Manager, Digital Strategy & Operations – Home eCommerce (Business Operations Manager III)",Bachelor degree in business or related field
383,Marketing,Walmart,"Associate Director, Business Operations - Senior Manager II, Operations, Ecomm - Sam's Club MAP","Bachelor’s degree in Business Administration, Engineering, Operations , or related field and 4 years’ experience in operations, project management, or related area OR 6 years’ experience in operations, project management, or related area.  2 years’ supervisory experience. Leadership of cross-functional task forces or projectsMasters, Masters: Operations ManagementProject Management - Project Management Professional - Certification"
384,Marketing,Dell,"Specialist 1, Inside Product","Associate’s Degree or Bachelor’s Degree
0-1+ years of sales experience
Passionate about a sales career in the technology industry
Demonstrated strong verbal and written skills
"
385,Marketing,Dell,"Account Manager 1, Inside Sales","2023 Inside Sales Campus Hire

Dell Technologies portfolio of emerging technologies is enough to get your pulse racing. But our customers are our heartbeat and deserve human interaction that is special and unique to their technological needs. Our Inside Sales Account Manager team is the driving force behind our high-level customer interaction. Our team is responsible for selling ground-breaking products by building relationships with customers using both the telephone and email as communication methods. Our Inside Sales Account Manager team ensures every customer interaction is exceptional and tailored to meet the customer.

Join us as an [ Account Manager] on our [Inside Sales] team in [Chengdu] to do the best work of your career and make a profound social impact.

Key Responsibilities:
As an Inside Sales Account Manager, you will be responsible for selling our ground-breaking products by building relationships with customers through telephone and email conversations. It will be your job to ensure that every customer interaction is tailored and exceptional.

You will:
Work eagerly to gain new accounts and/or identify opportunities in account territory，occasionally support outside sales lead
Manage a high number of accounts
Demonstrate understanding of segment, product/service offerings and client set
Effectively articulate the value proposition associated with company products and services

Essential Requirements:
Mastery of the full range of products and services, and how these align to customer needs
Basic knowledge of tools and the ability to use multiple sales tools simultaneously to complete sales transactions
Basic customer relationship skills
2023 Master/Bachelor graduates, no major limitation"
386,Marketing,Dell,"Account Manager 1, Inside Sales","2023 Inside Sales Campus Hire

Dell Technologies portfolio of emerging technologies is enough to get your pulse racing. But our customers are our heartbeat and deserve human interaction that is special and unique to their technological needs. Our Inside Sales Account Manager team is the driving force behind our high-level customer interaction. Our team is responsible for selling ground-breaking products by building relationships with customers using both the telephone and email as communication methods. Our Inside Sales Account Manager team ensures every customer interaction is exceptional and tailored to meet the customer.

Join us as an [ Account Manager] on our [Inside Sales] team in [Xiamen] to do the best work of your career and make a profound social impact.

Key Responsibilities:
As an Inside Sales Account Manager, you will be responsible for selling our ground-breaking products by building relationships with customers through telephone and email conversations. It will be your job to ensure that every customer interaction is tailored and exceptional.

You will:
Work eagerly to gain new accounts and/or identify opportunities in account territory,occasionally support outside sales lead
Manage a high number of accounts
Demonstrate understanding of segment, product/service offerings and client set
Effectively articulate the value proposition associated with company products and services

Essential Requirements:
Mastery of the full range of products and services, and how these align to customer needs
Basic knowledge of tools and the ability to use multiple sales tools simultaneously to complete sales transactions
Basic customer relationship skills
2023 Master/Bachelor graduates, no major limitation"
387,Marketing,Dell,Client Technical Support - Level 1,"

At Dell Technologies our employees are the reason customers return to us again and again and therefore the emphasis is on the importance of having great customer service experience for this position.
Good organisational skills
Good interpersonal skills
Excellent telephone and customer handling skills
Ability to work under pressure
Ability to deal professionally with demanding customers
Ability to learn new products and technologies
"
388,Marketing,Dell,"Account Manager 1, Inside Sales Channel",":
• 2023 Bachelor graduates are preferred, no major limitation
• Good communication and presentation skills to communicate with customers, support personnel and leadership team
• Ability to multi-task and manage time effectively
• Focus on customers and positive results "
389,Marketing,Dell,Enterprise Technical Support Engineer 2 (VMware),"Desire to deliver the best customer experience possible.
Minimum2yearsofexperience supportingenterpriseclassStorage,andSoftware applications.
Workingknowledge ofWindowsorVMWare Virtualization Server Operating SystemsandNetworking.
Experienceworking withISCSI,TCP/IP, FCP
Provenability to troubleshoot solutions built on these technologies.
Communicationand customer serviceskills.

"
390,Marketing,Dell,Service Delivery Engineer 2,"• 2 to 5 years in the tech environment, service desk or similar role
• Advanced English (verbal, written, read)
• Robust knowledge of Power BI, Excel, Share Point
• Customer service oriented
• Flexible schedule - Global Role

"
