,job_title,job_desc,company,category
118,Product Materials Manager,"it's an exciting time to work at cisco!
where every day we live our mission, shaping the future of the internet by creating unprecedented value and opportunity for our customers, employees, investors, and ecosystem partners.
join our world-class supply chain team, a catalyst for change in driving company transformation, supporting innovation, improving productivity and exceeding customer expectations.
  ",Cisco,Marketing
119,Media Planner & Digital Strategist,"
the emea paid media team purpose is to find our audiences wherever they are, communicate the right messages and connect them to our content at every stage of the buying cycle. our work allows us to have a pulse on the voice of our customers, to amplify the cisco brand image and reputation, and to influence account engagement across paid, owned and earned channels.
the team is made up of paid media planners who are dedicated by campaign, as well as channel specialists around paid search & paid social.
as the paris 2024 media planner & digital strategist, you will have the unique opportunity to go beyond paid media and shape, influence, and create our paid, social and web strategy for cisco france partnership with paris 2024. managing the full media life cycle, from planning to reporting, to deliver best in class performance within the remit of investment and campaign framework deliverables whilst ensuring we are testing, innovating, sharing and educating.
reporting into the emea paid media lead, this role is an integral part of the regional digital marketing team and requires an experienced media planner with excellent people, communication and stakeholder management skills to work effectively in a highly matrixed, complex environment.
role & responsibilities
strategically plan, execute, and optimise media campaigns, using digital and offline tactics, to drive full funnel metrics from brand engagement to enquiries and contribute to key marketing kpis in alignment to business/marketing goals and objectives.
introduce digital innovations to increase brand familiarity and brand unaided awareness, changing the brand perception and increasing the brand preference.
manage the strategic relationship with key agencies (paid media: merkle, organic social: archetype, social content: auditoire) and partners (direct) to plan and execute media and social initiatives in france.
ongoing operational management with agencies to ensure optimal performance of our investment, including people and processes.
track and report relevant metrics to key stakeholders, providing insights & recommendations to enhance future performance.
develop social media strategy for france supporting key priorities, providing editorial content guidance.
manage communications plan to ensure that we are communicating media and social performance to key stakeholders including marketing management team, sales & country marketing teams.
build strong relationship with counterparts in global and other regions as well as the extended paris 2024 team (including business development team).
who you'll work with
we are the digital team at cisco and we champion a simplified, customer first, end-to-end digital experience for cisco emea.
working closely with peers in-country, regionally and globally, our mission is to lead the evolution in customer experience during the digital journey across in-person and different channels (web, social, media, mobile, direct mail, point of sale, etc.). as part of the emea digital marketing leadership team, and reporting into the emea digital marketing director, we champion engaging, connected user experiences across all of our channels. we analyse marketing campaigns and understand what is working and what isn’t in real time.
join the digital team in emea and make amazing things happen.
who you’ll be
an experienced media and digital lead with excellent people, communication and stakeholder management skills
an ability to develop actionable insights from data to influence business decisions
capable of synthesising results from various sources of information to provide recommendations
proven experience in design thinking and empathising with the customer
highly experienced in the paid media space from strategy through to execution
a thought leader in the media and social landscape
desired skills
a fluent french speaker
possess the ability to lead cross functionally - in a highly matrixed and entrepreneurial environment
come with exceptional communication and organisational skills
able to manage multiple projects in a fast-paced, deadline-driven environment
proven ability to build consensus and work effectively within a cross-departmental team
strong and demonstrable experience with empathising with customers through interviews to understand needs & incorporating their feedback into marketing campaign.
",Cisco,Marketing
120,Software Consulting Engineer,"
the successful candidate must have automation development skills, familiar with networking concepts, and a strong team-player. network test experience is a plus.
minimum requirements (“must have” qualifications):
python development experience
experience with revision control systems (git preferred)
familiar with networking concepts (ccna certification preferred)
skills/qualifications requirements:
robot framework test development
software design and test methodologies (agile/scrum, tdd, ci/cd workflows)
docker (using images, container creation, script execution via containers)
familiar with cisco products (routers/switches, ios, nxos)
strong unix/linux skills
rest api
third-party applications including jenkins, jira, github, and pycharm (ide)
web ui automation skills like selenium
#wearecisco, where each person is unique, but we bring our talents to work as a team on innovative technology and powering a more inclusive future for all. how do we do it? well, for starters – with people like you!
we embrace digital, and help our customers implement change in their businesses. sure, we’re a company that’s 35 years strong and maybe you’ve heard we’re a hardware company. but we’re also a software company. a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns, and protects. and we’re the tech behind keeping the world connected, productive, and ever adapting in our hybrid world by way of webex.
day to day, our teams have each other’s backs. we tackle whatever challenge comes our way, we recognize our accomplishments, and we grow together. we celebrate one another – from big life moments to big career moments. and giving back is in our dna (we get 5 days off each year to do just that too)!
what’s powering an inclusive future for all look like? we know that without diversity of thought and a dedication to equality, there is no moving forward. our 30 inclusive communities are leading the way, and together we’re committed to learning, listening, caring for our communities, and supporting the most vulnerable through our innovation, amazing culture, and a collective effort to make this world a better place.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us! #wearecisco ",Cisco,Marketing
121,Consulting Engineer,"
routing and switching experience, r&s and/or dc ccna required, ccnp preferred
solid understanding of nx-os, ios-xe, ios-xr and ios configuration.
solid understanding of cisco dc and enterprise platforms (n2k-n9k, asr1k-9k, isr and wireless platforms)
experience in one or more of the following: sd-wan, wireless technologies, aci, vxlan, lisp, bgp, ospf routing, mpls, lan switching, vpc, data center technologies, virtualization
programming experience/familiarity (python / robot framework)
test and validation experience (hardware or software)
good communication and customer facing skills (written, verbal, and formal presentation)
knowledge of industry test tools
ability to debug and solve complex network problems
hands on experience with ixia and/or spirent tools is desirable
#wearecisco, where each person is unique, but we bring our talents to work as a team on innovative technology and powering a more inclusive future for all. how do we do it? well, for starters – with people like you!
we embrace digital, and help our customers implement change in their businesses. sure, we’re a company that’s 35 years strong and maybe you’ve heard we’re a hardware company. but we’re also a software company. a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns, and protects. and we’re the tech behind keeping the world connected, productive, and ever adapting in our hybrid world by way of webex.
day to day, our teams have each other’s backs. we tackle whatever challenge comes our way, we recognize our accomplishments, and we grow together. we celebrate one another – from big life moments to big career moments. and giving back is in our dna (we get 5 days off each year to do just that too)!
what’s powering an inclusive future for all look like? we know that without diversity of thought and a dedication to equality, there is no moving forward. our 30 inclusive communities are leading the way, and together we’re committed to learning, listening, caring for our communities, and supporting the most vulnerable through our innovation, amazing culture, and a collective effort to make this world a better place.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us! #wearecisco ",Cisco,Marketing
122,Software Consulting Engineer,"
the successful candidate must have automation development skills, familiar with networking concepts, and a strong team-player. network test experience is a plus.
minimum requirements (“must have” qualifications):
python development experience
experience with revision control systems (git preferred)
familiar with networking concepts (ccna certification preferred)
skills/qualifications requirements:
robot framework test development
software design and test methodologies (agile/scrum, tdd, ci/cd workflows)
docker (using images, container creation, script execution via containers)
familiar with cisco products (routers/switches, ios, nxos)
strong unix/linux skills
rest api
third-party applications including jenkins, jira, github, and pycharm (ide)
web ui automation skills like selenium
#wearecisco, where each person is unique, but we bring our talents to work as a team on innovative technology and powering a more inclusive future for all. how do we do it? well, for starters – with people like you!
we embrace digital, and help our customers implement change in their businesses. sure, we’re a company that’s 35 years strong and maybe you’ve heard we’re a hardware company. but we’re also a software company. a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns, and protects. and we’re the tech behind keeping the world connected, productive, and ever adapting in our hybrid world by way of webex.
day to day, our teams have each other’s backs. we tackle whatever challenge comes our way, we recognize our accomplishments, and we grow together. we celebrate one another – from big life moments to big career moments. and giving back is in our dna (we get 5 days off each year to do just that too)!
what’s powering an inclusive future for all look like? we know that without diversity of thought and a dedication to equality, there is no moving forward. our 30 inclusive communities are leading the way, and together we’re committed to learning, listening, caring for our communities, and supporting the most vulnerable through our innovation, amazing culture, and a collective effort to make this world a better place.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us! #wearecisco ",Cisco,Marketing
123,Consulting Engineer,"
routing and switching experience, r&s and/or dc ccna required, ccnp preferred
strong knowledge of nx-os, ios-xe, ios-xr and ios configuration.
strong knowledge of cisco dc and enterprise platforms (n2k-n9k, asr1k-9k, isr and wireless platforms)
experience in one or more of the following: sd-wan, wireless technologies, aci, vxlan, lisp, bgp, ospf routing, mpls, lan switching, vpc, data center technologies, virtualization
programming experience/familiarity (python / robot framework)
test and validation experience (hardware or software)
good communication and customer facing skills (written, verbal, and formal presentation)
knowledge of industry test tools
ability to debug and troubleshoot complex network problems
hands on experience with ixia and/or spirent tools is desirable
#wearecisco, where each person is unique, but we bring our talents to work as a team on innovative technology and powering a more inclusive future for all. how do we do it? well, for starters – with people like you!
we embrace digital, and help our customers implement change in their businesses. sure, we’re a company that’s 35 years strong and maybe you’ve heard we’re a hardware company. but we’re also a software company. a security company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns, and protects. and we’re the tech behind keeping the world connected, productive, and ever adapting in our hybrid world by way of webex.
day to day, our teams have each other’s backs. we tackle whatever challenge comes our way, we recognize our accomplishments, and we grow together. we celebrate one another – from big life moments to big career moments. and giving back is in our dna (we get 5 days off each year to do just that too)!
what’s powering an inclusive future for all look like? we know that without diversity of thought and a dedication to equality, there is no moving forward. our 30 inclusive communities are leading the way, and together we’re committed to learning, listening, caring for our communities, and supporting the most vulnerable through our innovation, amazing culture, and a collective effort to make this world a better place.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool. pop culture geek? many of us are. passion for technology and world changing? be you, with us! #wearecisco ",Cisco,Marketing
124,"Product Sales Specialist SD-WAN, Thailand","
5+ years of enterprise networking and software sales with a track record of closing complex sales to fortune 500 companies and sd-wan sales experience. bachelor's degree preferred.
you learn quickly, you think out of the box with a positive mind set and are willing to travel to clients to support sales relationships

we are cisco
#wearecisco, where each person is unique, but we bring our talents to work as a team and make a difference. here’s how we do it.
we embrace digital, and help our customers implement change in their digital businesses. some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. and a security company. a blockchain company. an ai/machine learning company. we even invented an intuitive network that adapts, predicts, learns and protects. no other company can do what we do – you can’t put us in a box!
but “digital transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)
day to day, we focus on the give and take. we give our best, we give our egos a break and we give of ourselves (because giving back is built into our dna.) we take accountability, we take bold steps, and we take difference to heart. because without diversity of thought and a commitment to equality for all, there is no moving forward.
so, you have colorful hair? don’t care. tattoos? show off your ink. like polka dots? that’s cool.

#li-sw1",Cisco,Marketing
125,Territory Account Manager - Jeddah KSA,"
you talk with passion of combining multiple technologies and services to address a customer’s specific business needs.
you want to talk more about business impact than speeds and feeds
you work at multiple levels with your customers, be it technical decision makers or business stakeholders. have the gravitas and experience to lead a relationship with cxo level.
you are a confident presenter and evangelist, crafting engaging proposals that are contextual to the audience.
you demonstrate strong ability to understand specific vertical markets, understanding of key care-abouts, business challenges and compliance requirements and drivers.
you understand how to work with partners to ensure their success as well as the customers.
skills
5 years+ technology sales
strong presentation skills
experience selling to commercial accounts is a must
experience selling technology solutions in some or all of the following - networking, security, collaboration, data centre, software and services
strong selling skills in large accounts as well as sound knowledge and experience in selling complex it solutions.
qualifications:
education to degree level
formal training in sales techniques skills:
proven experience selling complex technical solutions to executive management.
ability to network within a customer organization to identify all key influencers and decision makers.
commercial focus
negotiation skills
problem solving, strategic thinker
analysis skills, decision making

who will you work with
you will be surrounded with hard-working, driven individuals. we work together and for each other’s mutual success while at the same time challenging each other to be the best we can be. we encourage inclusivity of opinion and diversity of ideas. we have been an exporter of talent into other roles within cisco crafting many successful careers. we want to have a positive impact for our customers, partners, staff and society.

",Cisco,Marketing
126,Territory Account Manager - Dhahran KSA,"
you talk with passion of combining multiple technologies and services to address a customer’s specific business needs.
you want to talk more about business impact than speeds and feeds
you work at multiple levels with your customers, be it technical decision makers or business stakeholders. have the gravitas and experience to lead a relationship with cxo level.
you are a confident presenter and evangelist, crafting engaging proposals that are contextual to the audience.
you demonstrate strong ability to understand specific vertical markets, understanding of key care-abouts, business challenges and compliance requirements and drivers.
you understand how to work with partners to ensure their success as well as the customers.
skills
5 years+ technology sales
strong presentation skills
experience selling to commercial accounts is a must
experience selling technology solutions in some or all of the following - networking, security, collaboration, data centre, software and services
strong selling skills in large accounts as well as sound knowledge and experience in selling complex it solutions.
qualifications:
education to degree level
formal training in sales techniques skills:
proven experience selling complex technical solutions to executive management.
ability to network within a customer organization to identify all key influencers and decision makers.
commercial focus
negotiation skills
problem solving, strategic thinker
analysis skills, decision making

who will you work with
you will be surrounded with hard-working, driven individuals. we work together and for each other’s mutual success while at the same time challenging each other to be the best we can be. we encourage inclusivity of opinion and diversity of ideas. we have been an exporter of talent into other roles within cisco crafting many successful careers. we want to have a positive impact for our customers, partners, staff and society.

",Cisco,Marketing
127,"Consulting Engineer - BCS - Routing, Switching & Data Center Technologies","
typically requires be/b.tech/bsc computer science or equivalent 4 + plus years of substantial work experience. sophisticated degree strongly preferred.
knowledge of at least one customer vertical / it industry
ccna is a must, ccnp/ ccie certification would be a plus.
network automation skills (python/ ansible/ golang/ splunk) preferred
expertise
routing and switching:
should have knowledge on routing & switching technologies like igp, ospf, egp, bgp, stp, rstp, vtp, vss, vpc, vdc, mstp, lacp, vlan
knowledge of new technologies like sda/ sdwan preferred
wireless:
good technical knowledge in cisco/ meraki products including wireless controller, rf tools, access points, wlan.
good on cmx, hyper-location, ble products/technologies and applications or equivalent 3rd party solutions.
service provider
good experience with cisco routing products such as 7600, gsr, isr, asr9k, crs, nexus 7k
experience working on internet service provider infrastructure
experience and in-depth knowledge of industry standard routing protocols (bgp, ospf), mpls, mpls l2 vpn, mpls l3 vpn, qos.
datacenter
knowledge on data center, cloud and virtualization industry, aci, nexus products
experience with virtualization (openstack / vmware vsphere / microsoft hyper v / red hat kvm / linux containers etc)
experienced knowledge on lan sw technologies like stp, rstp, vtp, vss, vpc, vdc, mstp, lacp, vlan, vxlan-evpn.
knowledge of cisco switching platforms like cat 6500, 6800, 4500, 3850, nexus 7k, nexus 6k, nexus 5k, nexus 3k and nexus9k.
knowledge of nexus switches and ucs products, python or other programming languages is helpful.
leadership / autonomy
receives moderate supervision. follows established procedures. receives general instructions on routine work and detailed instructions on new assignments.
",Cisco,Marketing
128,"Technical Consulting Engineer : Routing, Switching & DataCenter/Nexus Technologies ( 4+ Years )","
you've earned a bachelor's degree in a technical field and 1-3 years of dynamic experience in related role, or a technical master s degree with 1 year of experience
you hold certifications in one (or more) of the following: ccna, ccnp, ccie
prior customer support experience.
be/bs/ms in electronics and telecommunication, electrical and electronics, computer science, information technology or similar technical degree or related experience
desired skills
strong networking and in-depth knowledge in cisco nexus switching and routing technologies.
proficient with networking tools such as traffic generators (e.g lxia), sniffers et al.
proven experience supporting and configuring medium to large enterprise lans
fix product and network problems of high complexity. has strong in-depth knowledge in lan switching technologies.
excellent verbal and written communication skills.
good customer handling skills. ability to handle tough situations optimally.
solid attention to details.
",Cisco,Marketing
129,"Consulting Engineer - Routing, Switching & Datacenter Technologies ( 5+ Years )",,Cisco,Marketing
130,DNA Sales Specialist,"enterprise networking sales, mainly sell catalyst campus solution including en switch, wireless, dna center, cisco space, ise, te, and meraki products and software.

develop funnel on behalf of account manager and se also partner team, actively vist customer and partner, get custoemr requirement, and propose right solution for increasing customer value",Cisco,Marketing
131,Technical Consulting Engineer for Webex,,Cisco,Marketing
132,Test Engineer,,Cisco,Marketing
133,Network Consulting Engineer,"
·       you will have extensive years of experience as a voice engineer supporting cisco collaboration technologies and should have a deep understanding of cisco's collaboration solution portfolio and have significant expertise with voice & video network solutions.
·       expert level (ccie)® knowledge in any technology and a solid understanding of  video technology specifically
·       the glue between customer and delivery teams, articulating customer requirements and working with the team to deliver customer's business outcomes and service levels
·       demonstrate and contributes to virtual teams and creates new ideas and approaches to solve specific customer or delivery problems.
·       shares knowledge with customer related to solving problems (teach how to fish).
·       acts as a focal point for most complex network problem resolution.
·       providing architectural design expertise to account team, business entities and partners that support the company's objectives in a fast-paced and dynamic market.
·       help customer/partner craft innovative architectural solutions that drive strategic customer business objectives. deliver demonstrations and technical proof of concepts for customer to show the value of the cisco collaboration portfolio
·       be able to demonstrate your ability to lead or guide teams made up of cisco, customer and partner members in the analysis and troubleshooting of complex network issues.
·       experienced with implementing cisco collaboration solutions
·       own it service enhancements and design & lead change implementations
·       work with service desk, service design, applications, security and other teams to identify and resolve escalations and outages
·       ability to analyse data and identify trends, patterns and design opportunities for improvement
·       assess and identify solutions for advanced customer inquiries
·       continually seek to optimize it service delivery processes
·       review and monitor service performance to vendor contract including maintenance of business activities, improvement activities, feedback vendor management and critical issues
·       provide consultation and support for to business users regarding it service operations
·       collaborate with others to define customer requirements, provide input and/or design solution(s), quality review and testing of applications or reports.
·       negotiate decisions; manage expectations working with the various dynamics of clients (internal and external) driving value and satisfaction.
·       work with business/it/users to research solutions for existing service improvements or any new service launch
·       anticipate future trends and potential impacts to business process and systems
·     awareness of video related protocols and encoding such as sip, h.323, rtp, rtcp, rtsp, bfcp, unicast and multicast streaming
·     understanding of the network requirements related to video communications for bandwidth, qos, dns, latency and jitter and how these can affect the quality of the audio/ video communication
·      appreciation of different layers of security involved in modern enterprise customers, including encryption, firewalls, acl’s, certificates, user access
·      experience with cisco collaboration infrastructure components: cisco unified communication manager (cucm), expressway, cisco meeting server (cms), cisco meeting manager(cmm), telepresence management suite(tms), webex
·     experience with physical and virtualised server platforms
·     exposure to many different technologies and skills including routing & switching, security, dc, virtualisation, automation and cloud
desired skills
·     must be able to look at the bigger picture of how the customer wants to communicate so the best solution for their needs can be designed and deployed
·     willingness to learn and keep on top of all the new directions the technology moves in
·     works well with multiple teams within cisco, partners and the end customer
·      excellent written and verbal communication, interpersonal and presentation skills. ability to function in ambiguous circumstances.
·     possesses customer consulting skills including ability to build relationships with customers, engineers
·       exceptional professionalism, outstanding communication skills, and good interpersonal skills are critical traits",Cisco,Marketing
134,Technical Consulting Engineer - AAA/ VPN/ Firewalls/ Cisco ASA/ Firepower/NGFW Technology (Troubleshooting) (4 -20 Years),"
skills/competencies:
experience in cisco security technologies like firewall and firepower.
expertise in troubleshooting sophisticated security related issues.
excellent knowledge of cisco asa, firepower.
customer facing experience is mandatory.
good communication skills and ability to convince and build social relationships.
ability to work with a multi-functional and geographically diverse team is expected.
ccie security – desired.
tackle problems creatively and multi-task in a fast-paced and rapidly evolving environment.
ability to assertively communicate and demonstrate technical leadership on troubleshooting scenarios, especially over webex / telephonic customer conversations.
",Cisco,Marketing
135,Senior Customer Success Manager - French and English bilingual,"at meraki, we are making it easier, faster, and smarter by building technology that simply works! our team is passionate about innovation and delighting customers which has enabled us to grow more than 100% year over year. headquartered in san francisco, our diverse and inclusive team has a growing international footprint with 7 offices across the world.
we are looking for a customer success manager (csm) to take ownership of the customer success program and drive greater customer value by bringing cisco meraki’s best ideas, innovations, and capabilities to our highest value customers. the csm will collaborate with the cross functional groups across the organization to further develop customer relationships and ensure meraki customers are realizing the most possible value from their investment.
the role will be leading new support and service initiatives as cisco meraki continues to sell upstream to larger enterprise customers, working closely with senior leadership to build out and execute on our white glove customer program.
responsibilities
collaborate with sales and channel teams to understand the business relationship between clients and ensure growth attainment and increased footprint.
work within the parameters of the established relationship to ensure the satisfaction and success of the accounts enrolled in the program.
develop and maintain long­ term relationships with customers and the different groups within our organization.
effectively communicate with third parties such as partners and customers regarding technical issues and customer service inquiries, both orally and in writing.
requirements
excellent customer facing skills and experience.
account management experience.
ability to clearly and concisely articulate technical matters to third parties.
exceptional english and fench, written and verbal communication skills and comprehension.
excellent presentation skills, experience presenting at c­-level preferred.
strong initiative and positive thinking!
professional, organized, efficient, and accurate.
resourceful and technically creative.
commitment to quality.
travel for customer visits ~20%.
business intelligence experience a plus.
must be authorised to work in the uk, position does not offer sponsorship.
cisco is an affirmative action and equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.
at cisco meraki, we’re challenging the status quo with the power of diversity, inclusion, and collaboration. when we connect different perspectives, we can imagine new possibilities, inspire innovation, and release the full potential of our people. we’re building an employee experience that includes appreciation, belonging, growth, and purpose for everyone.",Cisco,Marketing
136,Graduate Consulting Engineer - Sweden,"program start date: 01 september 2023
training location: virtual or krakow poland, depending on the pandemic situation
location after training: stochholm, sweden
  about cisco:
it has never been a better time: to lead, inspire and innovate. today at cisco we are building teams that are expanding our technological capabilities in exciting new ways across mobile, cloud, security, it, collaboration and big data spaces, including software and consulting services. through the internet of everything we transform our customers' businesses worldwide. we are pioneers and have been since the early days of connectivity. we work with customers across all sectors so your revolutionary ideas will impact everything from retail, healthcare, and entertainment, to public and private sectors, and beyond. there are over 3 billion people and 10 billion connected things in the world now, and over 50 billion estimated in the future, your career has exponential possibilities at cisco. join us to collaborate with like-minded innovators in a fun and flexible culture that has earned cisco global recognition as a great place to work.
  what you will do:
 by joining the customer experience delivery team you will become a trusted advisor to our customers. you will consult with them to build a solid, long-term relationship, providing thought leadership in solving their technology challenges and supporting them in achieving their business outcomes. on a day to day basis, this involves working with them directly to review their technical business requirements in order to propose new technology designs that will meet their current and future needs. this will involve the provision of a range of it consultancy services and the creation and presentation of project documentation incorporating elements design, implementation and testing in line with cisco standards.
  on an average day this means:
building and maintaining relationships with a variety of international customers
navigate customers through evolving technology and digital transformation
prepare customer's business and technology infrastructure for emerging trends
propose and review data center, cloud, network or security designs exceeding business specifications
install, configure, and integrate new solutions or applications of cisco and third party solutions
keeping an eye on the ever increasing security requirements and constantly evolving threat landscape
manage or optimize existing network or cloud infrastructure with redundancy and risk mitigation in mind
solve technology and software problems that cross a broad range of technologies, help reduce risk and increase operational efficiency
opportunity for travel and face-to-face customer consulting as required
building a specialization in a specific technology, customer or market segment, based on broad general training
  what we can offer you:
 participate and thrive in the cisco team culture, built on openness and transparency. you will spend the start of your career with cisco on a virtual training, where you will have the opportunity to connect with a large group of like-minded associates from all over europe. through world class training you will have the opportunity to become a leading expert in software, cloud, mobility, security, collaboration or data center. you will then move into your permanent role where you will be given real responsibility from day one. you will have the opportunity to combine your degree education with learnings from our advanced training environment to build creative solutions to real business challenges. we want you at the heart of the cisco transformation to software, services, and solutions. we offer a fantastic work environment while you will receive a competitive salary and generous benefit; including ability to work remotely and lead a balanced lifestyle.
  what you will need to succeed:
you are excited by the fascinating world of cisco software, security or infrastructure solutions, and you love to see customers succeed.
you are a recent graduate or on your final year of studies towards a degree or related program or other academic certification; equivalent experience accepted in lieu of degree
you are able to live and work in sweden with no additional visa sponsorship from cisco
you are fluent in english and swedish
a technology enthusiast, enjoying talking about innovation and always keeping up with the latest technology news.
a strong communicator with the confidence to engage and talk to a wide range of people.
view team collaboration as instrumental to achieving success.
enjoy looking at practical real life challenges and think creatively to solve them.
approach situations with an open and curious mind, taking on challenges with an eye for opportunity.
  program structure:
first 6 (together with all associates from across emear): full-time virtual training, shadowing and job rotation. if you have no work experience this will act as your transition from university campus to work life.

after 6 months: join the local cx team in sweden, assuming ownership and responsibility of regional cx deliverables and customer success, supported by ongoing mentorship and guidance to accelerate your continuous development. shape solutions of real world challenges, closely mentored and integrated into our diverse team.",Cisco,Marketing
137,Virtual Sales Specialist - Security,"
・bs, ba or equivalent.
・minimum 3 years experience selling complex cloud and software-based solutions such as network security (intrusion detection, firewall, vpn, and related technologies) or network and systems management solutions
・appropriate level of english communication skill to communicate with the colleague.
・strong leadership to contribute team growth.
・proactively self-learning motivation to catch up new technologies and products.
   desired skills
・aside from minimum qualification, network infrastructure relevant knowledge.
・experience of working in english
・communicate actively in both japanese and english
・strong aspiration to self-growth in global organization",Cisco,Marketing
138,"High Touch Engineer - Security (Firewall, IPS/IDS, Admission Control, Content Security, encryption, VPN ) - 3 to 10 years","
good in security technology domain with demonstrated expertise in the following areas - firewall, ips/ids, admission control, content security, encryption, vpn etc.
demonstrable experience in implementing security solutions across key customer segments.
experience in preparing, planning, and designing, implementing and optimizing security solutions and a broader understanding security industry
demonstrated domain expertise in one or more of products and technologies such as cisco asa firewall, cisco ng ips, identity services engine, content security platforms, third party security products & solutions.
fluency in a wide range of security protocols including tcp/ip, encryption protocols, application layer protocols, network & link layer protocols, device & network management protocols.
be a subject matter expert in cisco identity services engine (ise) and cisco firepower threat defense (ftd).
examine requirements and provide solutions within the constraints specified. follows the agile methodology for fast solution delivery, testing, and value realization.
presentation skills: executive level presentation skills, able to communicate complex solutions to non-technical audience successfully to help drive business growth and outcomes.
a self-starter – able to thrive in an unstructured environment.
ccie security or equivalent networking qualification is highly desirable.
typically requires bs in a technical field (cs/ee preferred) or equivalent plus 8 years related experience or ms in a technical field (cs/ee preferred).
",Cisco,Marketing
139,"Manager, Customer Solutions Engineering - Duo Security (EMEA)","duo security, now part of cisco, is the leading multi-factor authentication (mfa) and secure access provider. 
 duo + cisco = disco
with the most loved company in security and the global leader in network technology joining forces, there are more exciting opportunities than ever to be at the forefront of securing the cloud. 
 our mission is simple: democratize security by making it easy and effective for everyone. we’re transforming security from the ground up by solving the world’s most pressing geopolitical challenge — safe, secure information access. we engineer our business to enable our customers to easily address their ever-evolving security challenges. 
 we believe that impactful work is rewarding work and that our team is at its best when everyone feels empowered to bring their whole self to work. we learn together by hiring for cultural contribution, not cultural fit, and recognize that diversity in background and thought are essential to building high-impact teams. 
 we invest in growth and learning opportunities and encourage our people to never stop learning. we foster collaboration and believe in being recognized (and rewarded!) for hard work. we champion a healthy work-life balance. we’re kinder than necessary. 
 together we build for the future by designing simple solutions for complex problems. and that’s why we’re the most loved and trusted name in security.
as a manager, customer solution engineering you will recruit, develop, and lead a results-oriented team of technical solutions experts, responsible for driving successful business outcomes for our customers. the ideal candidate will be as passionate about the professional and personal growth of their team, as they are about providing an exceptional implementation experience for customers.
core responsibilities:
facilitate effective planning and delivery of successful duo implementations, leading to high customer adoption and satisfaction.
develop and manage strategic team direction and initiatives, in partnership with the rest of the cse management team.
build and foster cross-functional collaboration with the broader customer success leadership team.
act as a key escalation point and lead interactions and collaboration with internal teams to drive urgent issues to resolution.
liaise with the product management team to represent the voice of the customer.
develop and scale our methodology, processes, and tools for solutions delivery.
track and optimize key delivery metrics.
  competencies required:
3+ years' experience leading technical teams in solutions delivery / professional services / consulting a plus.
technical problem-solving mindset with strong relationship building skills.
coaching and mentoring others to success, scaling processes, solving strategic objectives.
excellent written and oral business communication skills, and respect for diverse groups of people.
demonstrated ability to multi-task in a fast-paced environment.
knowledge of security concepts and the broader security industry is desirable.

 3 reasons you should apply... 

you care about contributing to an amazing work culture and environment  
you are comfortable with the rapid, unpredictable nature of a fast-moving tech company  
you are okay with trying new things and always seeking to making them better  

duo is committed to cultivating and preserving a culture of inclusion and connectedness. we are able to grow and learn better together with a diverse team of employees. the collective sum of the individual differences, life experiences, knowledge, innovation, self-expression, and talent that our employees invest in their work represents not only part of our culture, but our reputation and duo’s achievement as well. in recruiting for our team, we welcome the unique contributions that all potential candidates can bring in terms of their education, opinions, culture, ethnicity, race, gender identity and expression, nationality, age, languages spoken, veteran’s status, religion, disability, sexual orientation and beliefs.

and if this role is exciting to you, we encourage you to apply even if you don’t meet all 100% of the description or qualifications. finally, and most importantly, we are a proud equal opportunity employer.",Cisco,Marketing
