,job_title,job_link,job_desc
67,Systems Architect for Compute - Charter Network Operations team,https://jobs.cisco.com/jobs/ProjectDetail/Systems-Architect-for-Compute-Charter-Network-Operations-team/1392279," You'll collaborate with Cisco leaders, partner with mentors, and develop incredible valuable relationships with colleagues who share your interest in connecting the unconnected. You'll be part a team that authentically cares about its customers, enjoys having fun, and you'll take part in changing the lives of those in our local communities. Come prepared to be supported and encouraged at Cisco. Perform technical presentations to Charter decision makers and influencers Ability to qualify new opportunities and work with the extended team to go after these opportunities Establish relationships and collaborate with internal resources such as Business Units, technical specialists, architects etc Ensure Data Center/Cloud technical initiatives are tied into the customer's strategy and goals Be the voice of Data Center and Cloud within Cisco Focus on contributing to the long term success of Charter Ability to learn quickly and stay current with the latest business and technology innovations in the Cable industry BS/BA (EE/CS) or equivalent. 3+ years related experience in a fast-paced high technology environment Cisco product experience (required) CCIE certification desirable In-depth knowledge of baseline SE skills and in-depth knowledge in more than one area of specialization. Strong operating experience in more than one of the following areas of specialization: Datacenter / Virtualization/Cloud, Primary Video Distribution, Video Contribution, Security, Collaboration Understanding and conversant about company, competitors, technologies, solutions, product strengths, weaknesses, opportunities and threats. We connect everything – people, process, data and things – and we use those connections to change our world for the better. We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices."
68,Software Engineer - AppSec,https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-AppSec/1392241," Design and deliver groundbreaking Application security product requirements, working with other engineers in the team. As an Engineer, be proficient in problem solving and programming to ensure software built is well designed, high quality that delights customers. Promote a culture of innovation, pride, performance, and well-adapted execution. Help recruit and maintain excellent and diverse engineering talent. Work effectively in a geographically distributed team."
69,"Account Manager - US Commercial - Knoxville, TN 1392271",https://jobs.cisco.com/jobs/ProjectDetail/Account-Manager-US-Commercial-Knoxville-TN-1392271/1392271," 5+ years of experience in prospecting, replacing an incumbent, and protecting the Cisco installed base. Excellent track rack record of success leading a large territory, demand generation, partner development, strategic account planning, forecasting, quota attainment, communicating business transformational solutions via sales presentations, short-term, mid-term, and long-term opportunity management. You have the ability to deliver business value to both End Users and Partners. Strong technical and business knowledge with complimentary skills to understand the customers’ business drivers and align to Cisco solution. You demonstrate the necessary skills to negotiate issues with peers, partners and customers using a Win/Win philosophy. You're a daring self-starter with ability articulate Cisco product and business strategies, and create the demand to complete the deal. Experience selling Unified Communications and/or Data Center/Virtualization/Servers Solutions and/or knowledge of the business partner community/customer base preferred."
70,Software Engineer - AppSec,https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-AppSec/1392242," Design and deliver groundbreaking Application security product requirements, working with other engineers in the team. As an Engineer, be proficient in problem solving and programming to ensure software built is well designed, high quality that delights customers. Promote a culture of innovation, pride, performance, and well-adapted execution. Help recruit and maintain excellent and diverse engineering talent. Work effectively in a geographically distributed team. Engineer with minimum of 6+ years engineering experience with a strong background of developing and delivering sophisticated, distributed, enterprise class software, and building successful business outcomes Expertise in CI/CD/iaC tools, their architecture, design and implementation. Engineering experience building Application security products in areas such as SAST, DAST, etc with deep understanding of frameworks such as OWASP A highly driven Engineer known to deliver in high growth and highly dynamic environments. Experience working with fellow engineers, product management, management, and other stakeholders to design and execute technical roadmaps Excellent communication skills, both written and oral Undergraduate degree in Computer Science, Electrical Engineering or in a related field required. An advanced degree (MS or PhD) is highly desirable. Good understanding of cloud-scale, micro/macro-services architectures, Kubernetes and Application security products. Experience or conversant with private, public and hybrid clouds - AWS (preferred), Azure and/or GCP. Architecture design and development experience on SaaS software Ability to see and present ""the big picture"" and offer solutions to make it better."
71,Cisco Meraki - Technical Marketing Engineer - MV Security Cameras,https://jobs.cisco.com/jobs/ProjectDetail/Cisco-Meraki-Technical-Marketing-Engineer-MV-Security-Cameras/1392181," Experience working with people and groups within an organization (internal/external customer support, channel partners, sales or systems engineering) At least 2 years proven experience (IT administration, technical marketing/sales/support, or similar) Familiarity with Linux systems administration and scripting languages like Ruby, Python, Javascript, or similar Experience with network technologies like DHCP, DNS, network topologies, etc. A BS/MS in Computer Science, Computer Engineering, or a related technical field A curious nature and desire to tinker: you want to pull things apart to see how they work Love of new and emerging technologies Being able to distill complicated ideas to just the right number of words Experienced with technical writing and querying data using tools such as Salesforce/SQL An understanding of camera and image sensor technology"
72,"Group Product Marketing Manager, Cisco Wireless",https://jobs.cisco.com/jobs/ProjectDetail/Group-Product-Marketing-Manager-Cisco-Wireless/1392199," Become an expert in all things related to our Cisco Wireless portfolio – from devices and standards to optimization and assurance – with the goal of helping our customers build new wireless experiences Collaborate across Wireless and other Cisco Product and Solutions Marketing teams to develop a comprehensive Networking, IT, and IoT messaging strategy Lead competitive positioning and messaging initiatives to extend Cisco’s leadership in the market Guide strategic planning and focused execution plans to fuel the organization’s growth Serve as a trusted technical and marketing leader, contributor, and author while working with the wider marketing team on go-to-market and demand generation activities Speak on behalf of Cisco to customers, at events, and with the analyst community Build a diverse, collaborative, and high performing team of wireless product marketers Mentor, actively coach and collaborate with other Cisco product marketers You have 8+ years of experience in networking or cloud-managed IT, gained through Product Marketing, Product Management, Technical Marketing, or Sales You have 3+ years of management experience leading technical, marketing or sales professionals with a track record for program execution, individual and team development You have experience articulating the value / benefits of advanced technical concepts such as Artificial Intelligence (AI) and Machine Learning (ML) in the context of solving customer experience or business challenges You have an outstanding ability to explain value and benefits derived from technical concepts to all types of audiences Bachelor's Degree required, Master’s Degree or MBA preferred Experience working in the IT, networking, SaaS, or mobility industry a plus You are willing to travel as needed, up to 25% envisioned"
73,"1392184 - Client Operations Delivery Manager, Pricing Operations",https://jobs.cisco.com/jobs/ProjectDetail/1392184-Client-Operations-Delivery-Manager-Pricing-Operations/1392184," Perform data analysis using specialized domain knowledge and business expertise Identify patterns in data, draw insights and make recommendations to fix issues, and optimize processes in order to avoid future issues and maintain data quality Find opportunities to streamline or automate segments of Cisco’s commerce processes and internal transactional processes Ensure that Cisco’s customer, partner and internal team member transactions are implemented seamlessly, with a constant focus on customer experience Identify problems that impact ability to deliver at scale, ability to achieve margins, or are areas of inconsistency in the business Develop recommendations for new business processes and adaption of business tools in support of optimized changes Drive process redesign, including development of project plans and breakthroughs Adopt and implement business and process improvements Work with collaborators to enable customers to complete transactions and conduct business with Cisco more smoothly Multi-functional collaboration required to complete tasks Tackle a range of problems and explain logic or decisions to others Analyze multiple sources of information regarding an issue and recommend solutions for resolution Exchange ideas, content, and explain information in a clear and effective manner Be familiar with the Cisco business model – know how Cisco sells, the Cisco product portfolio and Go-to-Market strategies Use reporting tools, download data, and analyze data Communicate optimally with superb social skills, results-oriented, proactive and possess a sense of ownership of the work you're leading Work independently as well as in a multi-functional team environment Have experience with Agile methodology Be Bold Bachelor’s Degree Experience: 3 years of overall process management experience Highly organized with strong analytical and problem-solving skills Responsive and timely in delivering on commitments Knowledgeable in process and change management Positive attitude and good work ethic Experience: 2 years of relevant experience Knowledge of Cisco products and services and Cisco’s commerce lifecycle"
74,"Executive Assistant, VP, Engineering",https://jobs.cisco.com/jobs/ProjectDetail/Executive-Assistant-VP-Engineering/1392183," Speaking Engagement Coordination: Manages a running list of VP’s engagements and works closely with communications team to ensure content needs are understood and set in motion so VP is prepared for each engagement. Meeting Planning and organizations: Assists VP in planning and organizing meetings by taking responsibility for assembling the agenda, location, meeting technology based upon participant needs, and all other meeting logistics. May further prepare meeting briefing documents by taking and disseminating notes and formulating post meeting action item list. Travel Briefing Preparation: Build travel packs for international trips as well as large domestic events such as Cisco Live, etc. This work includes combining all event information in addition to coordinated logistics of travel and also customer/team asks. Correspondence/Approvals: Supports VP by acting as proxy for communications and approvals as authorized. Answers general questions as necessary and refers (filters) routine matters to appropriate parties and follows up to ensure accurate disposition. Takes the initiative to resolve problems within specified policies and guidelines and provides mentoring to administrative community members on problem solving. Determines when executive action is required and supplies a recommendation where appropriate. Travel: Responsible for making in-depth global travel arrangements for VP and managing Cisco expenses. Works diligently to go above and beyond, working with the airlines direct to accommodate Global Services benefits for upgrades whenever they are available. Special Projects: Provides analytical support to assist executives on special projects. Research issues, analyzes problems, compiles data, and prepares reports. Large Corporate Events: Prepare and brief itinerary as well as accompany VP for large Corporate Events such as GSX, where EA's are used for executive support.  Confidentiality: Candidate will deal professionally with sensitive and confidential matters and materials.  8+ years’ experience in administrative environment. A minimum of 4 years of experience supporting a principal who was at the VP level. Outstanding track record of performance. Experience in planning meetings and coordinating travel. Expert level knowledge of Windows desktop computer applications: Outlook, Word, Excel, PowerPoint."
75,Thermal Technical Leader - Server & Storage Systems,https://jobs.cisco.com/jobs/ProjectDetail/Thermal-Technical-Leader-Server-Storage-Systems/1392201," Deliver mechanical and physics-based modeling, simulation, and analysis of air and liquid-cooling thermal designs Collaborate with mechanical engineers, and other cross-functional teams to identify risks, strategically create simulations, plan and conduct validation testing, and deliver objective, data-driven solutions Design board and/or system-level cooling solutions (eg, heat sinks, fan, etc) using feedback from thermal simulations Manage or perform thermal testing (including airflow, acoustic, thermocouple testing, modules, and/or platform level validations) on designs. Perform system optimization for performance and reliability Create simulations reports, test plans, and test reports in professional formats Collaborate and work with the cross-functional teams for board layout design review and placement approval. Schedule and manage peer and cross-functional team reviews of your designs. Demonstrate a high degree of originality and innovation in defining product and project level architecture. Ability to communicate thermal solutions at executive level and influence the outcome. MSME minimum, PhD in Mechanical, Thermal Engineering, or equivalent preferred Minimum 10 years of relevance experience in thermal design of compute/storage servers (preferred) or telecom equipment Must have strong understanding of fluid mechanics, heat transfer, and thermodynamics Expertise in CFD analysis tools such as FloTHERM, IcePak, or 6-sigma is foundational Experience with design of liquid-cooled systems for Data Center products is highly desirable. Knowledge of semiconductor packaging/package level thermal/mechanical design/simulation is a plus Experience with designing, building, and testing thermal prototypes to validate the analysis Experience with defining thermal policy for fan control algorithms and power optimization is preferred Ability to work both independently and in a team environment under aggressive schedules. Excellent verbal skills and professional presentations."
76,Product Manager,https://jobs.cisco.com/jobs/ProjectDetail/Product-Manager/1392057," Lead projects focused on key pivotal initiatives for Cisco Security, including one-time special projects (e.g. M&A) as opportunities arise Formulate long-term strategic priorities and plans, analysis and recommendations related to emerging industry trends, expansion opportunities, competitive dynamics, and internal business performance improvements Analyze market trends and customer feedback to anticipate customer needs, features, and functional requirements from which the product, engineering, technical, and development teams can craft, build, test, and implement new products and offerings Build and implement growth plans to drive the business Structure data and gather support for the partnership, alliance, and M&A deals Possess an elite eye for business and exceptional strategic thinking skills Collaborative and open style which is forward-thinking and led with a service-first attitude A strong analytical and critical thinker, with a knack of solving complex problems Excellent interpersonal skills and extensive experience with presenting data-supported business cases to top executives Can-do attitude, ability to quickly get up to speed with complex new topic areas, and capable of driving insight to tangible action plans Strong project management skills and an ability to think-end-to-end and manage multiple priorities simultaneously 3+ years of demonstrated ability, preferably in the high-tech industry, of which 2+ years were in a top-tier consulting firm, corporate strategy, financial services, or comparable function MBA degree from a world-class institution a strong plus Engineering, science, math, economics, or business undergraduate degree Strong analytical thinking and problem-solving ability Excellent verbal communication and Executive-level meeting facilitation skills Strong operations and process skills required, including project/program management experience Outstanding written and oral communication skills with the ability to adapt from executive to employee messaging Self-starter, ability to work independently Demonstrated leadership skills and experience working with cross-functional teams to align thinking and ensure effective decision-making & aligned communication Knowledge of Cisco’s portfolio and business a strong plus Fun, highly energetic personality; great team player that works well in collaborative situations"
77,Technical Consulting Engineer- 1391968,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Consulting-Engineer-1391968/1391968," You have 4-6 years of relevant experience. You achieved a Bachelor's degree in Computer Science, Mathematics, related technical field or equivalent practical experience. You have experience in writing software in one or more languages, such as Python, Go, Java, C++ or similar. You are knowledgeable in basic networking and understand Internet Protocol communication concepts You must be experienced in administering Linux/Unix servers You possess experience configuring and maintaining hypervisors and containers. You are capable of data management, Visualization and optimization thinking and experience. You possess strong written, verbal communication and listening skills. You have professional certification in networking, security, data center or cloud You gained experience working with NMS tools and SNMP You are familiar with network telemetry, key-value & JSON document stores, time-series databases, software Defined Networking, network automation and data-plane programming You feel comfortable working with Open Source. Both as a user and community contributor. You have gained familiarity with standard IT security practices such as encryption, certificates and key management. You are experienced with data science and machine learning"
78,"1391831 - Compensation Specialist, Commerce & Lifecycle Operations – Americas",https://jobs.cisco.com/jobs/ProjectDetail/1391831-Compensation-Specialist-Commerce-Lifecycle-Operations-Americas/1391831," Understand, replicate, validate, and resolve commissions request from Cisco Sellers and business partners (i.e. Operations and Finance) Advocate for Cisco Sellers by explaining the issue to the business partners to gain their support for required fixes when appropriate. Handle user problems as needed from Seller and Sales Leaders Document and track case history, case status and solutions in accordance with relevant process and case management guidelines Connect with case requestors (Cisco Sellers or Operations/Finance) regularly via phone, emails or online support tools about cases status and solutions Support the learning and engagement of our Level 1 support teams and chip in to ongoing knowledge documentations on a regular basis Focus on continuous self-learning and development, including maintaining all your relevant training certifications Partner with other Operational teams and Global Process Managers (GPM) to share knowledge, drive continuous improvement, enhancements and automation in our Compensation processes and tools Mentorship of new hire's relative to appropriate sales tool access and lead cross-functional initiatives 2+ year experience with sales incentive compensation administration Business Object, Oracle or SAP Incentive Compensation systems Intermediate or Advanced Microsoft Excel skills Experience with a case management system (i.e. Salesforce, PEGA, etc.) Ability to work cross-functionally at various levels of engagement to address and resolve challenges Analytical skills: Ability to manipulate and draw conclusions from large amounts of data and apply knowledge gained in one situation to a different situation Independence: You must be able to work independently. Through part of a larger get that can consult on cases, you will be encouraged to research, root cause and resolve most of your seller queries without assistance or supervision Communication skills: Excellent verbal and written communications skills Customer Service: You must be comfortable running Cisco Seller’s expectation and communicating both positive and negative outcomes clearly, respectfully and in a timely manner Reconciliation: You must be an intermediate to advanced user of Microsoft Excel. You will use pivot tables, vlookup and other formulas daily. You must be able to use and present data in Microsoft Excel as evidence of your findings Critical Thinking: You will need to look at numbers, trends and data and come to new conclusions based on the findings and make recommendations when appropriated Numerical Skills: You should be proficient and comfortable with arithmetic including percentage and basic mathematical formulas Skilled at multi-tasking and adapting to changing requirements"
79,Technical Program Manager-1391865,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Program-Manager-1391865/1391865," Guide a cross-functional team to deliver large scale supply chain transformation initiatives Establish and lead scope intake processes and align release cycles and roadmap Drive the governance policy and processes of the program Implement project management methodology, tool usage, and subject area across the project teams Support Operating and Steering Committee meetings and communications Lead the standardization of program communications and cadence Establish, maintain, and influence project partner relationships, expectations, and communications Drive all aspects of project planning and execution, using knowledge of Agile project methodology Run program and team SharePoint sites Document throughout the project life cycle such as project charters, work breakdown structures, roles and responsibilities, risk assessments, and mitigation plans. A hands-on program manager with experience leading system implementations and business transformation Dedicated and able to work independently Skilled in managing and building relationships Familiar with supply chain workstreams such as, Order to Cash, Procure to Pay, Plan to Build, and Master Data Management Highly organized and able to standardize the organizational techniques of a team Someone who can influence the energy of a program Able to apply project management, software, and data to drive program decisions and visibility Bold, creative, self-starter Previous experience leading large-scale supply chain transformation Program management experience using tools (SharePoint, Jira) Exceptional communication skills, both verbally and through presentation tools BA/BS Degree with equivalent work experience Experience in program management governance and processes Proven effectiveness in program leadership roles Effective in influencing and using effective collaborative relationships for success Excellent analytical, written, and verbal communications skills and the ability to influence, interact, and present at senior executive levels You are results-oriented, ambitious, flexible, and able to adapt in a fast-paced, changing environment"
80,"1391830 - Compensation Specialist, Commerce & Lifecycle Operations – Americas",https://jobs.cisco.com/jobs/ProjectDetail/1391830-Compensation-Specialist-Commerce-Lifecycle-Operations-Americas/1391830," Understand, replicate, validate, and resolve commissions request from Cisco Sellers and business partners (i.e. Operations and Finance) Advocate for Cisco Sellers by explaining the issue to the business partners to gain their support for required fixes when appropriate. Handle user problems as needed from Seller and Sales Leaders Document and track case history, case status and solutions in accordance with relevant process and case management guidelines Connect with case requestors (Cisco Sellers or Operations/Finance) regularly via phone, emails or online support tools about cases status and solutions Support the learning and engagement of our Level 1 support teams and chip in to ongoing knowledge documentations on a regular basis Focus on continuous self-learning and development, including maintaining all your relevant training certifications Partner with other Operational teams and Global Process Managers (GPM) to share knowledge, drive continuous improvement, enhancements and automation in our Compensation processes and tools Mentorship of new hire's relative to appropriate sales tool access and lead cross-functional initiatives 2+ year experience with sales incentive compensation administration Business Object, Oracle or SAP Incentive Compensation systems Intermediate or Advanced Microsoft Excel skills Experience with a case management system (i.e. Salesforce, PEGA, etc.) Ability to work cross-functionally at various levels of engagement to address and resolve challenges Analytical skills: Ability to manipulate and draw conclusions from large amounts of data and apply knowledge gained in one situation to a different situation Independence: You must be able to work independently. Through part of a larger get that can consult on cases, you will be encouraged to research, root cause and resolve most of your seller queries without assistance or supervision Communication skills: Excellent verbal and written communications skills Customer Service: You must be comfortable running Cisco Seller’s expectation and communicating both positive and negative outcomes clearly, respectfully and in a timely manner Reconciliation: You must be an intermediate to advanced user of Microsoft Excel. You will use pivot tables, vlookup and other formulas daily. You must be able to use and present data in Microsoft Excel as evidence of your findings Critical Thinking: You will need to look at numbers, trends and data and come to new conclusions based on the findings and make recommendations when appropriated Numerical Skills: You should be proficient and comfortable with arithmetic including percentage and basic mathematical formulas Skilled at multi-tasking and adapting to changing requirements"
81,"Engineering Manager, Corporate Engineering (Salesforce), Remote in the U.S.",https://jobs.cisco.com/jobs/ProjectDetail/Engineering-Manager-Corporate-Engineering-Salesforce-Remote-in-the-U-S/1391861," Holding regular one-on-ones with your team, ongoing coaching and mentorship, writing performance evaluations, and career planning. Helping your team navigate decisions between cloud-based versus in-house solutions and open-source products versus proprietary ones; striking a balance between self-learning, formal training, conferences, and on-the-job training. Working with your senior engineers to identify and scope areas for improvement, ensuring we have scalable and extremely reliable platforms as well as other teams—including Sales, Marketing, Ops and Support—to deliver on projects important to the business. Collaborating with peer managers to prioritize and complete critical business projects, maintaining collaboration with the rest of engineering to make sure your team stays consistent on processes, knowledge sharing, and innovation. You are excited to work closely with others to help them achieve their best. (Ideally, you have demonstrated ability directing a team either as a people or technical leader) You have 6+ years of experience developing systems for large-scale production environments with 2+ years Salesforce development experience. You have experience building rapidly growing systems that balance time to market, usability, reliability, and technical debt. You are never satisfied by just seeing something work. Your curiosity drives you to peek behind the curtain to gain a deeper understanding of what’s going on and continuously improve. You are experienced with a variety of tools that help you manage, understand, and debug large and complex distributed systems such as sales, marketing, operations and finance systems. You have a BS/MS/Ph.D in Computer Science, Computer Engineering, or a related field. Cross functional/departmental projects on Salesforce, altering the way we sell and license Meraki products. Integration projects connecting Meraki to other systems across Cisco, always keeping in mind performance, security, and reusability. Formal project management with scrum certification in Agile Methodology. Excellent communication and presentation skills. Technologies: Salesforce.com, MuleSoft, Ruby on Rails, ERP, Full Stack development (Java/C#) or Marketing automation tools."
82,Open Source Manager,https://jobs.cisco.com/jobs/ProjectDetail/Open-Source-Manager/1391763," The ideal Open Source Manager will have excellent communication skills and technical expertise to manage the lifecycle of our snort Open Source IPS. Responsibilities: Working as the liaison with several internal Cisco teams to communicate website changes, end of life version details, and the overall open source lifecycle management processes. Drive product experience and the experience with our open source portfolio. Moderating the opensource list serves. Strong written and oral communication skills Work independently, multitask and collaborate as a member of a team. Be a productive and creative problem solver. Strategic, critical but creative problem solver with strong business sense You are excited about working on a high-performance team passionate about accountability and meeting and exceeding expectations Well-developed teamwork, collaboration and project management skills Excellent verbal and written communication skills by demonstrating an ability to communicate professionally Advanced skills in Microsoft Excel, Outlook, Powerpoint and Word. Work independently, multitask and collaborate as a member of a team. Be a productive and creative problem solver. Sharepoint knowledge"
83,RMA/SLT Engineer - Silicon One ASICs,https://jobs.cisco.com/jobs/ProjectDetail/RMA-SLT-Engineer-Silicon-One-ASICs/1391685," Drive Component Failure analysis, root cause corrective actions during development and production builds Develop and customize the SLT hardware for high volume manufacturing (industrial design, automation support, power, performance, testability etc). Bring up and validate hardware, SDK and test scripts. Develop the tests for the characterization and volume manufacturing phases to optimize product cost, throughput and quality. Collaborate with ASIC design, HW, ATE test groups to develop the end-end test solution and drive continuous improvements over product lifecycle. Support hardware/ test related issues during the sustain phase. 10+ years of experience with system level test in validation and/or manufacturing testing environments spanning application specification, infrastructure selection, execution, data collection and analysis. BSEE(or higher) in Electrical Engineering  10+ years of experience in New Product Introduction, specifically SLT test case definition/generation/selection/execution and data analysis. Experience with developing, diagnosing and maintaining hardware. Ability to debug hardware using lab equipment Good software skills particularly in test automation, diagnostic and maintenance utilities. Strong background in SOC/VLSI/Mixed Signal IC bring-up, production and characterization test, and product engineering. Strong fundamentals in IC design, Design for Test and manufacturing concepts. Ability to thrive in a multifaceted environment High level of motivation and energy"
84,Technical Consulting Engineer- ID 1391506,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Consulting-Engineer-ID-1391506/1391506," You've achieved a Bachelor’s or Master's Degree in a technical field You have 7+ years’ experience interacting with customers in a client facing role with excellent verbal and written communication abilities You should have 10+ years’ experience or graduate school equivalent in the telecommunications industry Innate crisis leadership skills and the tenacity to handle critical customer issues You are dedicated to resolving sophisticated technical problems, multitasking, and being a customer advocate to achieve customer success You can resolve problems, determine root cause, and deliver known solutions with a high level of customer satisfaction Update case notes to reflect current status of support cases Manage the issues/customers by setting expectations and meeting/exceeding those expectations to achieve the highest level of customer satisfaction Use the Cisco technical service lab to recreate and resolve customer issues You can participate in weekend on-call rotation Transfer this skill in order to mentor colleagues and/or customers via presentations or documentation (technical tips, etc...) CCIE not required, but is a plus You have an expert level understanding and practical knowledge in Linux and its troubleshooting tools Sophisticated OpenStack deployment, administration, and troubleshooting Scripting skills (e.g. Python, Bash/Shell, Perl) Hands on knowledge of MongoDB functions and troubleshooting Knowledge of container technology i.e Docker Experience with exploiting webservices/API/JSON Experience with configuration management tools is a big plus (Puppet, Ansible, Chef) Linux certifications are not required but a plus Extensive knowledge of Evolved Packet Core / Policy network architecture, network elements’ functionalities, and communication protocols Ability to perform deep troubleshooting to identify the problems and drive the root cause analysis of 4G / 5G Mobility Packet Core / Policy related issues that includes SMF, UPF, PCF, AMF, MME, SGW, PGW, DRA & PCRF Practical experience with analyzing packet captures through Wireshark Working experience with Cisco Policy Suite, StarOS, Nexus, Catalyst, & UCS based products is a plus Good knowledge of 3GPP standards, CUPS and 5G Core architecture and functions"
85,Technical Systems Architect,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Systems-Architect/1391585," Bachelor's degree in, Computer Engineering, or a related technical field required, with 10+ years of experience in software engineering Experience in designing, developing, testing, maintaining and scaling high-volume distributed fault tolerant software systems in an Agile environment Solid understanding of Commerce and SaaS business model – ordering systems, fulfillment management, and billing systems. Working experience with Zuora Billing system, and integrations with payment gateways such as Stripe and Cybersource is a plus Expertise using languages/cloud native technologies/framework such as Node.js, React/AngularJs, JavaScript, Java, Rest APIs, MongoDB, Relational DBs, Containers (Kubernetes, Docker), Microservices], Elastic Search, Kafka, AI/ML Well versed with DevOps and Site Reliability Engineering (SRE) practices and demonstrated use of those practices Deep practitioner knowledge using Agile & CI/CD methodologies and associated tools [such as Bitbucket, Jenkins, Spinnaker] Experience with public (AWS, GCP) and hybrid cloud deployment Ability and willingness to participate in team activities to build a constructive and positive team culture that promotes collaboration and innovation Ability to understand the needs and challenges of different businesses and industries to build solutions to solve for them at scale Ability to define and communicate a shared technical and architectural vision for a Release to ensure the system or solution under development is fit for its intended purpose"
86,Technical Consulting Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Consulting-Engineer/1391509," You've achieved a Bachelor or Master degree in Engineering (Telecommunications Engineering, Computer Science, Electrical Engineering). You have 3+ years of related experience. Your experience includes direct customer support. Good technical foundation in networking (CCNA equivalent level or above) is required. Good knowledge of Cisco Security products; ASA, IOS and IOS-XE ZBPF, CSM, NGFW, NGIPS, FTD, FirePower and NAT. General VPN protocol knowledge (ISAKMP, IKEv2, IPsec SSL). Wireshark and other tools for TCP/IP packet capture analysis. You're passionate about and have the ability to learn and work in a multicultural team environment. You're motivated by a service excellence attitude. You drive to achieve goals with limited supervision. Analytical skills Ability to communicate in English effectively both verbally and in writing required; other languages would be a plus. Other technology or product knowledge, experience or certifications in the following areas are a plus: routing, switching, wireless, programming skills (C, C++, Linux, Shell Scripting) Preference for Cisco Certification: CCNP R&S, CCNP Security, CCIE security."
87,Finance Partner Liaison,https://jobs.cisco.com/jobs/ProjectDetail/Finance-Partner-Liaison/1391573," Prepare and deliver weekly funding forecasts Reconcile and report accurate booking information Provide operational and local expertise on deal structure Partner with Sales, Finance Partners, Accounting and Finance to resolve issues Establish and maintain effective internal cross-functional and external Finance Partner relationships Coordinate compliance request and provide support during internal review or external audit Participate/lead special projects, training, or development of processes & procedures as needed Single point of contact for processing guarantee transaction requests through the full lifecycle (Activation, Mid-Term, End of Term)- Check all documents related to new business, ensure compliance with Credit Approval, collect and manage asset level detail Ensure proper transactional reporting accurate and timely returns administration Quoting of mid and end of term extensions, renewals, and buyout of leases in compliance with company policies BS degree and 2 years of related experience or 6 years of relevant experience with strong business acumen Able to present, organize, and convey complex problems or issues within and across other functions and with Finance Partners Effective interpersonal skills with the ability to collaborate with different parties, manage different challenging relationships internally and externally Understands Cisco's business objectives and its impact on client group's processes and deliverables Exercises judgment within generally defined practices and policies in selecting methods and techniques of obtaining solutions: making decisions using broad guidelines Strong verbal and written communication skills Effective time management and prioritization abilities Advanced use of Excel (PowerQuery, Pivot tables, vlookup, advance formulas) Familiar with Salesforce.com Good understanding of Cisco Capital capabilities Strong knowledge of CSC policies and operational processes Good understanding of country regulations in region Preferred but not required: leasing operations knowledge and experience, or relevant experience in commercial lending environment"
88,"Engineering Program Manager, Wireless",https://jobs.cisco.com/jobs/ProjectDetail/Engineering-Program-Manager-Wireless/1391546," Lead weekly platform meetings with collaborators from Meraki & Cisco, as well as prepare executive briefings as needed. Lead multi-functional team communication (internal/external to Meraki) and establish yourself as the beacon of truth for all program-related updates. Possess a firm understanding of the Hardware, Software, QA, Manufacturing, and NPI processes, and can optimally filter through multi-functional team updates and highlight program risks. Bachelor or higher degree in a related technical field (Electrical, Electronics Engineering/Computer Science) or equivalent experience in hardware and/or software engineering Proven experience as a Program Manager in software, hardware, or product teams Successful track record of launching enterprise/consumer products High-level understanding & background in Electrical, Mechanical, Thermal, RF, etc engineering subject areas Basic understanding of embedded software development, device drivers, & software release methodology Understand and deal well with rapid development cycles and constant change; remain flexible and calm Strong understanding of CM/JDM manufacturing processes Excellent communication, interpersonal, and presentation skills"
89,Technical Consulting Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Technical-Consulting-Engineer/1391508," You've achieved a Bachelor or Master degree in Engineering (Telecommunications Engineering, Computer Science, Electrical Engineering). You have 3+ years of related experience. Your experience includes direct customer support. Good technical foundation in networking (CCNA equivalent level or above) is required. Good knowledge of Cisco Security products; ASA, IOS and IOS-XE ZBPF, CSM, NGFW, NGIPS, FTD, FirePower and NAT. General VPN protocol knowledge (ISAKMP, IKEv2, IPsec SSL). Wireshark and other tools for TCP/IP packet capture analysis. You're passionate about and have the ability to learn and work in a multicultural team environment. You're motivated by a service excellence attitude. You drive to achieve goals with limited supervision. Analytical skills Ability to communicate in English effectively both verbally and in writing required; other languages would be a plus. Other technology or product knowledge, experience or certifications in the following areas are a plus: routing, switching, wireless, programming skills (C, C++, Linux, Shell Scripting) Preference for Cisco Certification: CCNP R&S, CCNP Security, CCIE security."
